"aclass","meanval","frommodel","var"
2,0.363006202116016,161,"nTrans"
1,0.393384223918575,162,"nTrans"
2,0.365685205379862,162,"nTrans"
1,0.395474667978357,163,"nTrans"
2,0.363399180022363,163,"nTrans"
1,0.401214574898785,164,"nTrans"
2,0.350845948352627,164,"nTrans"
1,0.447916666666667,165,"nTrans"
2,0.365479723046489,165,"nTrans"
1,0.431451612903226,166,"nTrans"
2,0.367069486404834,166,"nTrans"
1,0.380629732961339,167,"nTrans"
2,0.373357498867241,167,"nTrans"
1,0.389647507145125,168,"nTrans"
2,0.352265475430759,168,"nTrans"
1,0.397156398104265,169,"nTrans"
2,0.371483201311117,169,"nTrans"
1,0.392116182572614,170,"nTrans"
2,0.366929698708752,170,"nTrans"
1,0.36654033567948,171,"nTrans"
2,0.384105960264901,171,"nTrans"
1,0.426845637583893,172,"nTrans"
2,0.367917401158398,172,"nTrans"
1,0.399359316604378,173,"nTrans"
2,0.362645093211396,173,"nTrans"
1,0.386683738796415,174,"nTrans"
2,0.331689272503083,174,"nTrans"
1,0.394852941176471,175,"nTrans"
2,0.353206412825651,175,"nTrans"
1,0.386006289308176,176,"nTrans"
2,0.366942909760589,176,"nTrans"
1,0.399928647877274,177,"nTrans"
2,0.343962362780972,177,"nTrans"
1,0.395225464190981,178,"nTrans"
2,0.360635696821516,178,"nTrans"
1,0.386201427438541,179,"nTrans"
2,0.366909753874202,179,"nTrans"
1,0.385589094449854,180,"nTrans"
2,0.361467889908257,180,"nTrans"
1,0.434840425531915,181,"nTrans"
2,0.366296670030272,181,"nTrans"
1,0.392504930966469,182,"nTrans"
2,0.369953051643192,182,"nTrans"
1,0.388330541596873,183,"nTrans"
2,0.342151675485009,183,"nTrans"
1,0.39597602739726,184,"nTrans"
2,0.358823529411765,184,"nTrans"
1,0.392665474060823,185,"nTrans"
2,0.363306451612903,185,"nTrans"
1,0.389368312046945,186,"nTrans"
2,0.357888949972512,186,"nTrans"
1,0.426490066225166,187,"nTrans"
2,0.367836404948245,187,"nTrans"
1,0.450222882615156,188,"nTrans"
2,0.365075439030423,188,"nTrans"
1,0.396825396825397,189,"nTrans"
2,0.355909694555113,189,"nTrans"
1,0.393297502371167,190,"nTrans"
2,0.344494526722473,190,"nTrans"
1,0.391939546599496,191,"nTrans"
2,0.366532405712193,191,"nTrans"
1,0.380290791599354,192,"nTrans"
2,0.371375694016039,192,"nTrans"
1,0.450222882615156,193,"nTrans"
2,0.365075439030423,193,"nTrans"
1,0.385074626865672,194,"nTrans"
2,0.372903650115094,194,"nTrans"
1,0.390372452565004,195,"nTrans"
2,0.357219251336898,195,"nTrans"
1,0.379558757316524,196,"nTrans"
2,0.375150300601202,196,"nTrans"
1,0.403105590062112,197,"nTrans"
2,0.36381197681906,197,"nTrans"
1,0.394237066142764,198,"nTrans"
2,0.369081216682346,198,"nTrans"
1,0.394109396914446,199,"nTrans"
2,0.351394849785408,199,"nTrans"
1,0.400224215246637,200,"nTrans"
2,0.371861924686192,200,"nTrans"
1,0.38735769922109,201,"nTrans"
2,0.352685050798258,201,"nTrans"
1,0.392919125303714,202,"nTrans"
2,0.352588555858311,202,"nTrans"
1,0.373413897280967,203,"nTrans"
2,0.386201991465149,203,"nTrans"
1,0.40026075619296,204,"nTrans"
2,0.35527950310559,204,"nTrans"
1,0.432664756446991,205,"nTrans"
2,0.367595818815331,205,"nTrans"
1,0.407158836689038,206,"nTrans"
2,0.370225013082156,206,"nTrans"
1,0.377463581833762,207,"nTrans"
2,0.376994122586062,207,"nTrans"
1,0.39119804400978,208,"nTrans"
2,0.362068965517241,208,"nTrans"
1,0.397321428571429,209,"nTrans"
2,0.370967741935484,209,"nTrans"
1,0.410313901345291,210,"nTrans"
2,0.369508368200837,210,"nTrans"
1,0.446197991391679,211,"nTrans"
2,0.365264991291366,211,"nTrans"
1,0.396527777777778,212,"nTrans"
2,0.346949891067538,212,"nTrans"
1,0.391837899543379,213,"nTrans"
2,0.334983498349835,213,"nTrans"
1,0.43741935483871,214,"nTrans"
2,0.365389495052017,214,"nTrans"
1,0.386138613861386,215,"nTrans"
2,0.37258064516129,215,"nTrans"
1,0.391287436795021,216,"nTrans"
2,0.36037296037296,216,"nTrans"
1,0.392246769487286,217,"nTrans"
2,0.361674579197238,217,"nTrans"
1,0.39612188365651,218,"nTrans"
2,0.365510133974579,218,"nTrans"
1,0.394747006566242,219,"nTrans"
2,0.355900329102022,219,"nTrans"
1,0.390230515916575,220,"nTrans"
2,0.369039391845197,220,"nTrans"
1,0.393527882114996,221,"nTrans"
2,0.332270916334661,221,"nTrans"
1,0.393589743589744,222,"nTrans"
2,0.361111111111111,222,"nTrans"
1,0.389830508474576,223,"nTrans"
2,0.326595744680851,223,"nTrans"
1,0.434782608695652,224,"nTrans"
2,0.366974768923307,224,"nTrans"
1,0.386274509803922,225,"nTrans"
2,0.36657433056325,225,"nTrans"
1,0.447447447447447,226,"nTrans"
2,0.365679012345679,226,"nTrans"
1,0.392700729927007,227,"nTrans"
2,0.365276211950395,227,"nTrans"
1,0.350958360872439,228,"nTrans"
2,0.424260355029586,228,"nTrans"
1,0.450222882615156,229,"nTrans"
2,0.365075439030423,229,"nTrans"
1,0.388982574480045,230,"nTrans"
2,0.370105549880831,230,"nTrans"
1,0.450222882615156,231,"nTrans"
2,0.365075439030423,231,"nTrans"
1,0.392868513212353,232,"nTrans"
2,0.346031746031746,232,"nTrans"
1,0.387080620931397,233,"nTrans"
2,0.369988966531813,233,"nTrans"
1,0.439828080229226,234,"nTrans"
2,0.366351418616227,234,"nTrans"
1,0.38232044198895,235,"nTrans"
2,0.374053682037164,235,"nTrans"
1,0.389204545454545,236,"nTrans"
2,0.359473684210526,236,"nTrans"
1,0.381746810598626,237,"nTrans"
2,0.37378640776699,237,"nTrans"
1,0.398760330578512,238,"nTrans"
2,0.367647058823529,238,"nTrans"
1,0.405071967100754,239,"nTrans"
2,0.364752840036844,239,"nTrans"
1,0.395744680851064,240,"nTrans"
2,0.35883347421809,240,"nTrans"
1,0.393873085339168,241,"nTrans"
2,0.354103343465046,241,"nTrans"
1,0.385259631490787,242,"nTrans"
2,0.368986254295533,242,"nTrans"
1,0.389281726832899,243,"nTrans"
2,0.361261705273534,243,"nTrans"
1,0.384646302250804,244,"nTrans"
2,0.368940754039497,244,"nTrans"
1,0.389922480620155,245,"nTrans"
2,0.36189138576779,245,"nTrans"
1,0.393908629441624,246,"nTrans"
2,0.365258557902403,246,"nTrans"
1,0.420849420849421,247,"nTrans"
2,0.368621477532369,247,"nTrans"
1,0.388559093362115,248,"nTrans"
2,0.369891721969962,248,"nTrans"
1,0.450222882615156,249,"nTrans"
2,0.365075439030423,249,"nTrans"
1,0.394263862332696,250,"nTrans"
2,0.356020942408377,250,"nTrans"
1,0.383928571428571,251,"nTrans"
2,0.365248226950355,251,"nTrans"
1,0.398125509372453,252,"nTrans"
2,0.354553492484527,252,"nTrans"
1,0.381551362683438,253,"nTrans"
2,0.374287749287749,253,"nTrans"
1,0.395497026338148,254,"nTrans"
2,0.359017781541067,254,"nTrans"
1,0.394202898550725,255,"nTrans"
2,0.363945578231293,255,"nTrans"
1,0.397836038285476,256,"nTrans"
2,0.355814958927799,256,"nTrans"
1,0.38391502276176,257,"nTrans"
2,0.372398685651698,257,"nTrans"
1,0.403853418964866,258,"nTrans"
2,0.343160947317545,258,"nTrans"
1,0.415760869565217,259,"nTrans"
2,0.365448504983389,259,"nTrans"
1,0.386887022487131,260,"nTrans"
2,0.342439024390244,260,"nTrans"
1,0.450222882615156,261,"nTrans"
2,0.365075439030423,261,"nTrans"
1,0.449010654490107,262,"nTrans"
2,0.365607292436561,262,"nTrans"
1,0.390812720848057,263,"nTrans"
2,0.356839872746554,263,"nTrans"
1,0.450222882615156,264,"nTrans"
2,0.365075439030423,264,"nTrans"
1,0.398297067171239,265,"nTrans"
2,0.371139655643618,265,"nTrans"
1,0.397801622611882,266,"nTrans"
2,0.289385474860335,266,"nTrans"
1,0.391429947038999,267,"nTrans"
2,0.36604774535809,267,"nTrans"
1,0.385988398036591,268,"nTrans"
2,0.369292929292929,268,"nTrans"
1,0.376086956521739,269,"nTrans"
2,0.377697841726619,269,"nTrans"
1,0.398592021454911,270,"nTrans"
2,0.340450086555107,270,"nTrans"
1,0.385474860335196,271,"nTrans"
2,0.369192130598577,271,"nTrans"
1,0.408333333333333,272,"nTrans"
2,0.348111658456486,272,"nTrans"
1,0.400398406374502,273,"nTrans"
2,0.350861287398005,273,"nTrans"
1,0.386845521419299,274,"nTrans"
2,0.367983367983368,274,"nTrans"
1,0.39248181083266,275,"nTrans"
2,0.360392506690455,275,"nTrans"
1,0.386234817813765,276,"nTrans"
2,0.367319679430098,276,"nTrans"
1,0.396543671181691,277,"nTrans"
2,0.361165048543689,277,"nTrans"
1,0.394836272040302,278,"nTrans"
2,0.368286445012788,278,"nTrans"
1,0.394025030278563,279,"nTrans"
2,0.358642251004913,279,"nTrans"
1,0.391273247496423,280,"nTrans"
2,0.356770833333333,280,"nTrans"
1,0.450746268656716,281,"nTrans"
2,0.365051903114187,281,"nTrans"
1,0.39572192513369,282,"nTrans"
2,0.320722269991402,282,"nTrans"
1,0.383703703703704,283,"nTrans"
2,0.372352285395764,283,"nTrans"
1,0.387886081026875,284,"nTrans"
2,0.365272154745839,284,"nTrans"
1,0.386610878661088,285,"nTrans"
2,0.374041465492758,285,"nTrans"
1,0.393659180977543,286,"nTrans"
2,0.347748815165877,286,"nTrans"
1,0.391449363250455,287,"nTrans"
2,0.344146685472496,287,"nTrans"
1,0.381507098653076,288,"nTrans"
2,0.371254443880142,288,"nTrans"
1,0.424778761061947,289,"nTrans"
2,0.36594963273872,289,"nTrans"
1,0.408955223880597,290,"nTrans"
2,0.364632701421801,290,"nTrans"
1,0.392760180995475,291,"nTrans"
2,0.372472999169205,291,"nTrans"
1,0.400516795865633,292,"nTrans"
2,0.369620253164557,292,"nTrans"
1,0.394449950445986,293,"nTrans"
2,0.372538440787699,293,"nTrans"
1,0.392988313856427,294,"nTrans"
2,0.349796629866357,294,"nTrans"
1,0.395524739993697,295,"nTrans"
2,0.339598185353208,295,"nTrans"
1,0.389076848719188,296,"nTrans"
2,0.36796373252739,296,"nTrans"
1,0.386096900391213,297,"nTrans"
2,0.356066044508256,297,"nTrans"
1,0.403195837978447,298,"nTrans"
2,0.342716049382716,298,"nTrans"
1,0.447214076246334,299,"nTrans"
2,0.365394149727318,299,"nTrans"
1,0.424581005586592,300,"nTrans"
2,0.371141421392678,300,"nTrans"
1,10.5708945147679,1,"wk"
2,9.74480818414322,1,"wk"
1,10.41871886121,2,"wk"
2,9.66774153846154,2,"wk"
1,10.6207391304348,3,"wk"
2,9.72129139072848,3,"wk"
1,10.895816091954,4,"wk"
2,9.99349453978159,4,"wk"
1,10.4072216293134,5,"wk"
2,9.79508661417323,5,"wk"
1,10.8200247218789,6,"wk"
2,10.0232761709752,6,"wk"
1,10.5319776268478,7,"wk"
2,9.73917758698599,7,"wk"
1,10.4495386850708,8,"wk"
2,9.75382577687213,8,"wk"
1,10.6484709260589,9,"wk"
2,9.45476683937824,9,"wk"
1,10.8995542347697,10,"wk"
2,10.0368389809547,10,"wk"
1,10.8995542347697,11,"wk"
2,10.0368389809547,11,"wk"
1,10.5700610997963,12,"wk"
2,9.86727470930233,12,"wk"
1,10.5927674979887,13,"wk"
2,9.67745291479821,13,"wk"
1,10.9040751445087,14,"wk"
2,10.0319880715706,14,"wk"
1,10.528139183056,15,"wk"
2,9.69012548262548,15,"wk"
1,10.6760373998219,16,"wk"
2,9.69067206477733,16,"wk"
1,10.553908045977,17,"wk"
2,9.96410158730159,17,"wk"
1,10.8745747800587,18,"wk"
2,10.0391373326723,18,"wk"
1,10.5941176470588,19,"wk"
2,9.9113837945982,19,"wk"
1,10.5356003430532,20,"wk"
2,9.7925,20,"wk"
1,10.8995542347697,21,"wk"
2,10.0368389809547,21,"wk"
1,10.9236578171091,22,"wk"
2,10.0317236255572,22,"wk"
1,10.696329004329,23,"wk"
2,9.64497921862012,23,"wk"
1,10.8893175074184,24,"wk"
2,10.0383325086591,24,"wk"
1,10.5132942238267,25,"wk"
2,9.846752,25,"wk"
1,10.9121185185185,26,"wk"
2,10.0343132887899,26,"wk"
1,10.9186289120715,27,"wk"
2,10.0341013597033,27,"wk"
1,10.9833475177305,28,"wk"
2,10.0152281226627,28,"wk"
1,10.5787044145873,29,"wk"
2,9.82838905775076,29,"wk"
1,10.4408947561423,30,"wk"
2,9.77477124183006,30,"wk"
1,10.4976009053187,31,"wk"
2,9.72648910411622,31,"wk"
1,10.7242776998597,32,"wk"
2,9.9153556231003,32,"wk"
1,10.406245472837,33,"wk"
2,9.8856207978485,33,"wk"
1,10.6652104018913,34,"wk"
2,9.74910419069589,34,"wk"
1,10.6937158984008,35,"wk"
2,9.72181467181467,35,"wk"
1,10.5712412371134,36,"wk"
2,9.72460934089917,36,"wk"
1,10.7501498371336,37,"wk"
2,9.87515246777743,37,"wk"
1,10.5480987654321,38,"wk"
2,9.74735783027122,38,"wk"
1,10.899136,39,"wk"
2,10.0470251772183,39,"wk"
1,10.5582996811902,40,"wk"
2,9.89541990119972,40,"wk"
1,10.564981978374,41,"wk"
2,9.70418206399279,41,"wk"
1,10.7127228915663,42,"wk"
2,9.72564937523665,42,"wk"
1,10.3878556111508,43,"wk"
2,9.82748696558916,43,"wk"
1,10.786661237785,44,"wk"
2,9.93931192660551,44,"wk"
1,10.7947227533461,45,"wk"
2,9.97903542234332,45,"wk"
1,10.8995542347697,46,"wk"
2,10.0368389809547,46,"wk"
1,10.7126139817629,47,"wk"
2,9.94604117647059,47,"wk"
1,10.4619216494845,48,"wk"
2,9.84032300305543,48,"wk"
1,10.5445289256198,49,"wk"
2,9.75460801393728,49,"wk"
1,10.6041265060241,50,"wk"
2,9.83513950073421,50,"wk"
1,10.7705263157895,51,"wk"
2,10.005932023367,51,"wk"
1,10.9494825765575,52,"wk"
2,9.96157601485805,52,"wk"
1,10.5521290944123,53,"wk"
2,9.85156060606061,53,"wk"
1,10.3808823529412,54,"wk"
2,8.90090909090909,54,"wk"
1,10.7746209386282,55,"wk"
2,9.82544859201048,55,"wk"
1,10.5832755474453,56,"wk"
2,9.79231378763867,56,"wk"
1,10.5010287565816,57,"wk"
2,9.78518024032043,57,"wk"
1,10.8871428571429,58,"wk"
2,10.0391147378833,58,"wk"
1,10.3975204041974,59,"wk"
2,9.87471768548763,59,"wk"
1,10.6406727037516,60,"wk"
2,9.6948769294952,60,"wk"
1,10.4951708766716,61,"wk"
2,9.71410079051383,61,"wk"
1,10.9459025787966,62,"wk"
2,10.0234196117471,62,"wk"
1,10.3694058577406,63,"wk"
2,9.49603890362511,63,"wk"
1,10.528148475475,64,"wk"
2,9.82027721157766,64,"wk"
1,10.8921563342318,65,"wk"
2,10.0232410669351,65,"wk"
1,10.8794682422452,66,"wk"
2,10.0393513245853,66,"wk"
1,10.5047559337215,67,"wk"
2,9.84986709625453,67,"wk"
1,10.7504996668887,68,"wk"
2,9.88424261275272,68,"wk"
1,10.6983098591549,69,"wk"
2,9.91105736434108,69,"wk"
1,10.8995542347697,70,"wk"
2,10.0368389809547,70,"wk"
1,10.8995542347697,71,"wk"
2,10.0368389809547,71,"wk"
1,10.7035294117647,72,"wk"
2,9.97297805642633,72,"wk"
1,10.8948432760364,73,"wk"
2,9.96494231285216,73,"wk"
1,10.917868852459,74,"wk"
2,10.0206977911647,74,"wk"
1,10.2503795379538,75,"wk"
2,9.85551851851852,75,"wk"
