realDep,routes,match,nTrans,wk,iv,wt,nwk,tiv,id,ntiv,aux,ov,tt,cost,tway,summer,realtime,HHcomp,oppo,male,female,white,visitor,engflu,age,income,disability,nonbinary,duration,dayofweek_Friday,dayofweek_Saturday,dayofweek_Sunday,dayofweek_Weekday,plan_couldhave,plan_known,plan_nonweb,plan_web,access_bike,access_drive,access_walk,egress_bike,egress_drive,egress_walk,worktype_fullO,worktype_fullT,worktype_partialT,worktype_unemp,worktype_unfixed,stu_K12,stu_full,stu_no,stu_part,choicerider_choicerider,choicerider_dependent,choicerider_potentially,purpose_HBEd,purpose_HBO,purpose_HBSh,purpose_HBSo,purpose_HBW,purpose_NHB
911.0,353,0.0,0.0,8.0,-21.0,10.0,0.0,0.0,11537,21.0,8.0,18.0,39.0,39.0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,0,3.478032747813784,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
910.0,902,1.0,0.0,11.0,-34.0,6.0,0.0,34.0,11537,0.0,11.0,17.0,51.0,51.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,0,3.478032747813784,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
967.0,6,0.0,0.0,6.0,-2.0,11.0,0.0,0.0,11545,2.0,6.0,17.0,19.0,19.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0,4.783968208151391,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
967.0,902,1.0,0.0,10.0,-2.0,6.0,0.0,2.0,11545,0.0,10.0,16.0,18.0,18.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0,4.783968208151391,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
957.0,353_54,0.0,1.0,8.0,-49.0,12.0,0.0,0.0,11554,49.0,8.0,20.0,69.0,72.0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,60.0,90.0,1.0,0,6.163193225973208,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
978.0,902_54,1.0,1.0,10.28,-66.0,6.72,0.0,46.0,11554,20.0,10.28,17.0,83.0,86.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,60.0,90.0,1.0,0,6.163193225973208,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
986.0,63_21,1.0,1.0,11.62,-57.0,8.38,0.0,0.0,11557,57.0,11.62,20.0,77.0,80.0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,30.0,7.5,1.0,0,-4.433333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
975.0,54_901_27,0.0,2.0,17.28,-41.0,11.72,0.0,12.0,11557,29.0,17.28,29.0,70.0,76.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,30.0,7.5,1.0,0,-4.433333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
988.0,353_68,0.0,1.0,4.64,-39.0,11.36,0.0,0.0,11558,39.0,4.64,16.0,55.0,58.0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,30.0,0.0,0.0,0,5.662617709721301,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1002.0,902_62,1.0,1.0,13.66,-40.0,6.34,0.0,37.0,11558,3.0,13.66,20.0,60.0,63.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,30.0,0.0,0.0,0,5.662617709721301,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
931.0,94,0.0,0.0,21.0,-20.0,13.0,0.0,0.0,11560,20.0,21.0,34.0,54.0,54.0,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,21.0,7.5,1.0,0,-8.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
942.0,902_921,1.0,1.0,8.38,-30.0,8.62,0.0,30.0,11560,0.0,8.38,17.0,47.0,50.0,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,21.0,7.5,1.0,0,-8.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
963.0,21,1.0,0.0,20.0,-15.0,6.0,0.0,0.0,11563,15.0,20.0,26.0,41.0,41.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,40.0,90.0,0.0,0,-8.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
958.0,902_83,0.0,1.0,11.12,-8.0,6.88,0.0,6.0,11563,2.0,11.12,18.0,26.0,29.0,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,40.0,90.0,0.0,0,-8.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1073.0,21,1.0,0.0,9.0,-34.0,4.0,0.0,0.0,11568,34.0,9.0,13.0,47.0,47.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,40.0,7.5,0.0,0,0.11666666666666714,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1071.0,21_901_470,0.0,2.0,24.08,-29.0,6.92,0.0,10.0,11568,19.0,24.08,31.0,60.0,66.0,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,40.0,7.5,0.0,0,0.11666666666666714,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1071.0,18,1.0,0.0,9.0,-11.0,6.0,0.0,0.0,11569,11.0,9.0,15.0,26.0,26.0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0,3.3731576155685254,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1041.0,904,0.0,0.0,22.0,-5.0,6.0,0.0,5.0,11569,0.0,22.0,28.0,33.0,33.0,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0,3.3731576155685254,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1029.0,515_18,1.0,1.0,12.56,-48.0,11.44,0.0,0.0,11579,48.0,12.56,24.0,72.0,75.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,30.0,7.5,0.0,0,0.8995781484855535,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009.0,515_904,0.0,1.0,25.1,-30.0,11.9,0.0,8.0,11579,22.0,25.1,37.0,67.0,70.0,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,30.0,7.5,0.0,0,0.8995781484855535,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1063.0,63_65,0.0,1.0,4.74,-25.0,7.26,0.0,0.0,11584,25.0,4.74,12.0,37.0,40.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,21.0,7.5,0.0,0,2.533333333333335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1048.0,921_902,1.0,1.0,6.02,-14.0,13.98,0.0,14.0,11584,0.0,6.02,20.0,34.0,37.0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,21.0,7.5,0.0,0,2.533333333333335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1022.0,23_18,1.0,1.0,11.36,-25.0,8.64,0.0,0.0,11587,25.0,11.36,20.0,45.0,48.0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,70.0,30.0,0.0,0,-1.0990435209802893,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1002.0,11_904,0.0,1.0,21.26,-9.0,7.74,0.0,7.0,11587,2.0,21.26,29.0,38.0,41.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,70.0,30.0,0.0,0,-1.0990435209802893,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1054.0,18_5,1.0,1.0,1.12,-30.0,6.88,0.0,0.0,11595,30.0,1.12,8.0,38.0,41.0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0,1.4049309757046176,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1042.0,18_923_5,0.0,2.0,1.12,-28.0,7.88,0.0,1.0,11595,27.0,1.12,9.0,37.0,43.0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0,1.4049309757046176,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1060.0,7,0.0,0.0,9.0,-31.0,11.0,0.0,0.0,11608,31.0,9.0,20.0,51.0,51.0,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,70.0,30.0,0.0,0,4.033333333333335,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1018.0,901,1.0,0.0,16.0,-18.0,6.0,0.0,18.0,11608,0.0,16.0,22.0,40.0,40.0,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,70.0,30.0,0.0,0,4.033333333333335,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1114.0,18,1.0,0.0,7.0,-9.0,9.0,0.0,0.0,11612,9.0,7.0,16.0,25.0,25.0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,70.0,47.5,0.0,0,2.530342414701418,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1087.0,904,0.0,0.0,16.0,-3.0,6.0,0.0,3.0,11612,0.0,16.0,22.0,25.0,25.0,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,70.0,47.5,0.0,0,2.530342414701418,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1119.0,65,0.0,0.0,26.0,-23.0,11.0,0.0,0.0,11613,23.0,26.0,37.0,60.0,60.0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30.0,20.0,1.0,1,-3.3166666666666664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1099.0,921_74,1.0,1.0,8.34,-31.0,6.66,0.0,20.0,11613,11.0,8.34,15.0,46.0,49.0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30.0,20.0,1.0,1,-3.3166666666666664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1087.0,74_9,0.0,1.0,0.32,-14.0,8.68,0.0,0.0,11615,14.0,0.32,9.0,23.0,26.0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,50.0,0.0,0.0,0,2.156477911344974,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1114.0,921_7,1.0,1.0,0.66,-12.0,8.34,0.0,10.0,11615,2.0,0.66,9.0,21.0,24.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,50.0,0.0,0.0,0,2.156477911344974,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1171.0,18,1.0,0.0,15.0,-31.0,11.0,0.0,0.0,11654,31.0,15.0,26.0,57.0,57.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,21.0,20.0,0.0,0,0.8426950298429374,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1180.0,540_904,0.0,1.0,28.52,-16.0,12.48,0.0,10.0,11654,6.0,28.52,41.0,57.0,60.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,21.0,20.0,0.0,0,0.8426950298429374,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1213.0,18,1.0,0.0,3.0,-25.0,11.0,0.0,0.0,11671,25.0,3.0,14.0,39.0,39.0,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,40.0,30.0,0.0,0,2.3056331268888512,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1223.0,901_23,0.0,1.0,4.16,-22.0,6.84,0.0,11.0,11671,11.0,4.16,11.0,33.0,36.0,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,40.0,30.0,0.0,0,2.3056331268888512,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
540.0,991,0.0,0.0,3.0,-5.0,6.0,0.0,0.0,11785,5.0,3.0,9.0,14.0,14.0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,40.0,0.0,0.0,0,4.138541321787919,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
545.0,901,1.0,0.0,3.0,-2.0,6.0,3.0,2.0,11785,0.0,6.0,12.0,14.0,14.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,40.0,0.0,0.0,0,4.138541321787919,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
671.0,9,0.0,0.0,10.0,-50.0,11.0,0.0,0.0,11804,50.0,10.0,21.0,71.0,71.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,30.0,7.5,0.0,0,1.3166666666666664,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
641.0,9_901,1.0,1.0,15.18,-38.0,11.82,0.0,7.0,11804,31.0,15.18,27.0,65.0,68.0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,30.0,7.5,0.0,0,1.3166666666666664,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
857.0,7,0.0,0.0,13.0,-10.0,10.0,0.0,0.0,11843,10.0,13.0,23.0,33.0,33.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,30.0,20.0,0.0,0,0.7333333333333325,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
856.0,901,1.0,0.0,26.0,-2.0,6.0,0.0,2.0,11843,0.0,26.0,32.0,34.0,34.0,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,30.0,20.0,0.0,0,0.7333333333333325,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
893.0,5,1.0,0.0,7.0,-36.0,8.0,0.0,0.0,11856,36.0,7.0,15.0,51.0,51.0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,7.5,0.0,0,3.8594826177306203,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
919.0,904_540,0.0,1.0,18.86,-22.0,9.14,0.0,15.0,11856,7.0,18.86,28.0,50.0,53.0,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,7.5,0.0,0,3.8594826177306203,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
936.0,11_14_22,0.0,2.0,1.64,-26.0,8.36,0.0,0.0,11860,26.0,1.64,10.0,36.0,42.0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,70.0,7.5,0.0,0,-5.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
915.0,923_22,1.0,1.0,15.74,-20.0,10.26,0.0,3.0,11860,17.0,15.74,26.0,46.0,49.0,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,70.0,7.5,0.0,0,-5.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
945.0,5_21,1.0,1.0,0.72,-43.0,13.28,0.0,0.0,11871,43.0,0.72,14.0,57.0,60.0,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,60.0,47.5,0.0,0,2.603333435672662,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
910.0,5_54_901,0.0,2.0,15.94,-31.0,13.06,0.0,12.0,11871,19.0,15.94,29.0,60.0,66.0,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,60.0,47.5,0.0,0,2.603333435672662,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
968.0,5,1.0,0.0,4.0,-15.0,5.0,0.0,0.0,11890,15.0,4.0,9.0,24.0,24.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,30.0,20.0,0.0,0,3.866666666666667,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
956.0,923_5,0.0,1.0,4.74,-15.0,5.26,0.0,4.0,11890,11.0,4.74,10.0,25.0,28.0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,30.0,20.0,0.0,0,3.866666666666667,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
975.0,5,1.0,0.0,2.0,-16.0,5.0,0.0,0.0,11892,16.0,2.0,7.0,23.0,23.0,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,21.0,7.5,0.0,0,4.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
964.0,923,0.0,0.0,13.0,-10.0,5.0,0.0,10.0,11892,0.0,13.0,18.0,28.0,28.0,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,21.0,7.5,0.0,0,4.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
995.0,721,0.0,0.0,15.0,-14.0,11.0,0.0,0.0,11898,14.0,15.0,26.0,40.0,40.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,30.0,7.5,0.0,0,-7.449999999999999,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
