realDep,routes,match,nTrans,wk,iv,wt,nwk,tiv,id,ntiv,aux,ov,tt,cost,tway,matchiv,matchaux,compProp,PS
1119,902,0,0,12.0,2,5.0,0,2,461,0,12.0,17.0,19.0,19.0,1,8,4.0,1.0555555555555556,0.0
1107,2,0,0,4.0,10,6.0,0,0,461,10,4.0,10.0,20.0,20.0,0,8,4.0,1.1111111111111112,0.0
1140,902,0,0,12.0,2,6.0,0,2,469,0,12.0,18.0,20.0,20.0,1,8,7.0,1.0,0.0
1143,122,1,0,7.0,8,6.0,0,0,469,8,7.0,13.0,21.0,21.0,0,8,7.0,1.05,0.0
1167,2,0,0,11.0,5,6.0,0,0,469,5,11.0,17.0,22.0,22.0,0,8,7.0,1.1,0.0
1151,7,0,0,14.0,3,10.0,0,0,469,3,14.0,24.0,27.0,27.0,0,8,7.0,1.35,0.0
1147,121,1,0,12.0,13,6.0,0,0,474,13,12.0,18.0,31.0,31.0,0,13,12.0,1.0,0.0
1158,87_902,0,1,8.98,13,11.02,0,6,474,7,8.98,20.0,33.0,43.0,1,13,12.0,1.3870967741935485,0.0
1147,121,1,0,13.0,16,6.0,0,0,476,16,13.0,19.0,35.0,35.0,0,16,13.0,1.0,0.0
1159,87_902,0,1,7.98,15,11.02,0,8,476,7,7.98,19.0,34.0,44.0,1,16,13.0,1.2571428571428571,0.0
1136,3,0,0,25.0,12,11.0,0,0,476,12,25.0,36.0,48.0,48.0,0,16,13.0,1.3714285714285714,0.0
1142,121,1,0,20.0,14,6.0,0,0,478,14,20.0,26.0,40.0,40.0,0,14,20.0,1.0,0.173231
1153,87_902,0,1,12.98,16,11.02,0,8,478,8,12.98,24.0,40.0,50.0,1,14,20.0,1.25,0.0
1162,3,0,0,31.0,10,11.0,0,0,478,10,31.0,42.0,52.0,52.0,0,14,20.0,1.3,0.0
1153,87_121,0,1,18.56,14,11.44,0,0,478,14,18.56,30.0,44.0,54.0,0,14,20.0,1.35,0.115524
1149,121,1,0,11.0,12,6.0,0,0,479,12,11.0,17.0,29.0,29.0,0,12,11.0,1.0,0.0
1156,87_902,0,1,7.98,14,11.02,0,8,479,6,7.98,19.0,33.0,43.0,1,12,11.0,1.4827586206896552,0.0
500,123,0,0,8.0,2,5.0,0,0,500,2,8.0,13.0,15.0,15.0,0,2,13.0,1.0,0.117706
505,902,0,0,8.0,2,6.0,0,2,500,0,8.0,14.0,16.0,16.0,1,2,13.0,1.0666666666666667,0.0
518,121,1,0,13.0,2,2.0,0,0,500,2,13.0,15.0,17.0,17.0,0,2,13.0,1.1333333333333333,0.621227
492,774,0,0,10.0,2,6.0,0,0,500,2,10.0,16.0,18.0,18.0,0,2,13.0,1.2,0.274653
484,121,1,0,10.0,14,2.0,0,0,502,14,10.0,12.0,26.0,26.0,0,14,10.0,1.0,0.0
484,3,0,0,15.0,10,11.0,0,0,502,10,15.0,26.0,36.0,36.0,0,14,10.0,1.3846153846153846,0.0
511,902_87,0,1,6.5,14,6.5,0,8,502,6,6.5,13.0,27.0,37.0,1,14,10.0,1.4230769230769231,0.0
541,121,1,0,8.0,18,2.0,0,0,505,18,8.0,10.0,28.0,28.0,0,18,8.0,1.0,0.0
559,87_902,0,1,3.98,15,12.02,0,8,505,7,3.98,16.0,31.0,41.0,1,18,8.0,1.4642857142857142,0.0
547,121,1,0,13.0,19,2.0,0,0,513,19,13.0,15.0,34.0,34.0,0,19,13.0,1.0,0.225017
570,902_87,0,1,6.5,19,6.5,0,10,513,9,6.5,13.0,32.0,42.0,1,19,13.0,1.2352941176470589,0.001647
558,902_121,0,1,10.56,16,6.44,0,4,513,12,10.56,17.0,33.0,43.0,1,19,13.0,1.2647058823529411,0.216573
542,123_121,0,1,10.0,18,6.0,0,0,513,18,10.0,16.0,34.0,44.0,0,19,13.0,1.2941176470588236,0.193432
555,2_121,0,1,10.0,20,6.0,0,0,513,20,10.0,16.0,36.0,46.0,0,19,13.0,1.3529411764705883,0.193434
530,475_121,1,1,2.08,54,17.92,2,0,517,54,4.08,22.0,76.0,86.0,0,54,4.08,1.0,0.117608
530,475_123_121,0,2,2.64,52,14.36,2,0,517,52,4.640000000000001,19.0,71.0,91.0,0,54,4.08,1.058139534883721,0.111081
529,903_475_121,0,2,4.28,51,19.72,2,9,517,42,6.28,26.0,77.0,97.0,1,54,4.08,1.127906976744186,0.084852
644,122,0,0,2.0,5,5.0,0,0,521,5,2.0,7.0,12.0,12.0,0,3,9.0,1.0,0.0
642,902,0,0,6.0,2,6.0,0,2,521,0,6.0,12.0,14.0,14.0,1,3,9.0,1.1666666666666667,0.0
620,123,1,0,9.0,3,5.0,0,0,521,3,9.0,14.0,17.0,17.0,0,3,9.0,1.4166666666666667,0.0
631,123,1,0,7.0,4,5.0,0,0,528,4,7.0,12.0,16.0,16.0,0,4,7.0,1.0,0.248557
631,122,0,0,7.0,4,5.0,0,0,528,4,7.0,12.0,16.0,16.0,0,4,7.0,1.0,0.0
602,2,0,0,5.0,9,6.0,0,0,528,9,5.0,11.0,20.0,20.0,0,4,7.0,1.25,0.17142
603,902,0,0,13.0,2,6.0,0,2,528,0,13.0,19.0,21.0,21.0,1,4,7.0,1.3125,0.0
602,698,0,0,14.0,2,6.0,0,0,528,2,14.0,20.0,22.0,22.0,0,4,7.0,1.375,0.621227
688,902,0,0,5.0,3,6.0,0,3,532,0,5.0,11.0,14.0,14.0,1,6,4.0,1.0,0.0
696,123,1,0,4.0,6,5.0,0,0,532,6,4.0,9.0,15.0,15.0,0,6,4.0,1.0714285714285714,0.0
749,122,0,0,8.0,4,5.0,0,0,541,4,8.0,13.0,17.0,17.0,0,5,10.0,1.0,0.0
749,123,1,0,10.0,5,5.0,0,0,541,5,10.0,15.0,20.0,20.0,0,5,10.0,1.1764705882352942,0.183117
747,121,0,0,18.0,2,2.0,0,0,541,2,18.0,20.0,22.0,22.0,0,5,10.0,1.2941176470588236,0.621227
719,2,0,0,12.0,5,6.0,0,0,541,5,12.0,18.0,23.0,23.0,0,5,10.0,1.3529411764705883,0.219722
721,902,0,0,15.0,2,6.0,0,2,541,0,15.0,21.0,23.0,23.0,1,5,10.0,1.3529411764705883,0.0
846,902,0,0,5.0,2,6.0,0,2,545,0,5.0,11.0,13.0,13.0,1,2,6.0,1.0,0.0
844,123,1,0,6.0,2,5.0,0,0,545,2,6.0,11.0,13.0,13.0,0,2,6.0,1.0,0.025672
844,2,0,0,7.0,3,6.0,0,0,545,3,7.0,13.0,16.0,16.0,0,2,6.0,1.2307692307692308,0.025672
842,902,0,0,11.0,2,6.0,0,2,546,0,11.0,17.0,19.0,19.0,1,5,14.0,1.0,0.0
843,2,0,0,5.0,9,6.0,0,0,546,9,5.0,11.0,20.0,20.0,0,5,14.0,1.0526315789473684,0.134779
848,121,1,0,14.0,5,2.0,0,0,546,5,14.0,16.0,21.0,21.0,0,5,14.0,1.105263157894737,0.256721
962,123,1,0,6.0,4,5.0,0,0,573,4,6.0,11.0,15.0,15.0,0,4,6.0,1.0,0.248779
962,122,0,0,6.0,4,5.0,0,0,573,4,6.0,11.0,15.0,15.0,0,4,6.0,1.0,0.0
970,121,0,0,16.0,2,2.0,0,0,573,2,16.0,18.0,20.0,20.0,0,4,6.0,1.3333333333333333,0.621227
963,2,0,0,4.0,11,6.0,0,0,573,11,4.0,10.0,21.0,21.0,0,4,6.0,1.4,0.171132
963,902,0,0,13.0,2,6.0,0,2,573,0,13.0,19.0,21.0,21.0,1,4,6.0,1.4,0.0
963,902,0,0,6.0,4,6.0,0,4,575,0,6.0,12.0,16.0,16.0,1,4,7.0,1.0,0.0
962,123,1,0,7.0,4,5.0,0,0,575,4,7.0,12.0,16.0,16.0,0,4,7.0,1.0,0.0
1052,123,0,0,6.0,4,5.0,0,0,582,4,6.0,11.0,15.0,15.0,0,5,11.0,1.0,0.05686
1052,122,0,0,6.0,5,5.0,0,0,582,5,6.0,11.0,16.0,16.0,0,5,11.0,1.0666666666666667,0.0
1030,121,1,0,11.0,5,2.0,0,0,582,5,11.0,13.0,18.0,18.0,0,5,11.0,1.2,0.333738
1023,902,0,0,8.0,4,6.0,0,4,582,0,8.0,14.0,18.0,18.0,1,5,11.0,1.2,0.0
1102,121,1,0,8.0,14,2.0,0,0,594,14,8.0,10.0,24.0,24.0,0,14,8.0,1.0,0.184117
1101,902_121,0,1,7.56,11,6.44,0,2,594,9,7.56,14.0,25.0,35.0,1,14,8.0,1.4583333333333333,0.184117
1095,902,0,0,17.0,4,6.0,0,4,597,0,17.0,23.0,27.0,27.0,1,6,18.0,1.0,0.0
1081,3,0,0,10.0,8,11.0,0,0,597,8,10.0,21.0,29.0,29.0,0,6,18.0,1.0740740740740742,0.0
1085,122,1,0,18.0,6,6.0,0,0,597,6,18.0,24.0,30.0,30.0,0,6,18.0,1.1111111111111112,0.0
1135,902,0,0,9.0,3,6.0,0,3,606,0,9.0,15.0,18.0,18.0,1,1,13.0,1.0,0.0
1142,122,1,0,13.0,1,6.0,0,0,606,1,13.0,19.0,20.0,20.0,0,1,13.0,1.1111111111111112,0.0
486,902,0,0,5.0,11,6.0,5,11,762,0,10.0,16.0,27.0,27.0,1,14,12.0,1.0,0.0
488,121,1,0,8.0,14,2.0,4,0,762,14,12.0,14.0,28.0,28.0,0,14,12.0,1.037037037037037,0.0
480,2,0,0,5.0,6,6.0,0,0,764,6,5.0,11.0,17.0,17.0,0,5,8.0,1.0,0.144175
483,122,1,0,8.0,5,5.0,0,0,764,5,8.0,13.0,18.0,18.0,0,5,8.0,1.0588235294117647,0.013538
478,902,0,0,9.0,5,6.0,0,5,764,0,9.0,15.0,20.0,20.0,1,5,8.0,1.1764705882352942,0.0
536,2,0,0,7.0,7,6.0,0,0,775,7,7.0,13.0,20.0,20.0,0,5,11.0,1.0,0.116059
543,122,1,0,11.0,5,5.0,0,0,775,5,11.0,16.0,21.0,21.0,0,5,11.0,1.05,0.013538
538,902,0,0,12.0,5,6.0,0,5,775,0,12.0,18.0,23.0,23.0,1,5,11.0,1.15,0.0
536,2,0,0,5.0,6,6.0,0,0,777,6,5.0,11.0,17.0,17.0,0,5,8.0,1.0,0.144175
541,902,0,0,8.0,3,6.0,0,3,777,0,8.0,14.0,17.0,17.0,1,5,8.0,1.0,0.0
543,122,1,0,8.0,5,5.0,0,0,777,5,8.0,13.0,18.0,18.0,0,5,8.0,1.0588235294117647,0.013538
606,902,0,0,3.0,3,6.0,0,3,788,0,3.0,9.0,12.0,12.0,1,3,4.0,1.0,0.0
609,122,1,0,4.0,3,5.0,0,0,788,3,4.0,9.0,12.0,12.0,0,3,4.0,1.0,0.256721
624,2,0,0,3.0,4,6.0,0,0,788,4,3.0,9.0,13.0,13.0,0,3,4.0,1.0833333333333333,0.175994
625,121,0,0,12.0,2,2.0,0,0,788,2,12.0,14.0,16.0,16.0,0,3,4.0,1.3333333333333333,0.0
659,122,1,0,6.0,5,5.0,0,0,797,5,6.0,11.0,16.0,16.0,0,5,6.0,1.0,0.183683
659,2,0,0,5.0,7,6.0,0,0,797,7,5.0,11.0,18.0,18.0,0,5,6.0,1.125,0.120626
656,123,0,0,8.0,6,5.0,0,0,797,6,8.0,13.0,19.0,19.0,0,5,6.0,1.1875,0.183102
675,902,0,0,11.0,3,6.0,0,3,797,0,11.0,17.0,20.0,20.0,1,5,6.0,1.25,0.0
701,122,1,0,8.0,4,5.0,0,0,798,4,8.0,13.0,17.0,17.0,0,4,8.0,1.0,0.0
702,902,0,0,10.0,2,6.0,0,2,798,0,10.0,16.0,18.0,18.0,1,4,8.0,1.0588235294117647,0.0
692,123,0,0,5.0,4,5.0,0,0,799,4,5.0,10.0,14.0,14.0,0,5,5.0,1.0,0.083785
692,122,1,0,5.0,5,5.0,0,0,799,5,5.0,10.0,15.0,15.0,0,5,5.0,1.0714285714285714,0.0
663,2,0,0,3.0,8,6.0,0,0,799,8,3.0,9.0,17.0,17.0,0,5,5.0,1.2142857142857142,0.213619
670,121,0,0,10.0,5,2.0,0,0,799,5,10.0,12.0,17.0,17.0,0,5,5.0,1.2142857142857142,0.48391
663,902,0,0,9.0,2,6.0,0,2,799,0,9.0,15.0,17.0,17.0,1,5,5.0,1.2142857142857142,0.0
657,2,0,0,5.0,7,6.0,0,0,801,7,5.0,11.0,18.0,18.0,0,5,9.0,1.0,0.116059
663,902,0,0,9.0,3,6.0,0,3,801,0,9.0,15.0,18.0,18.0,1,5,9.0,1.0,0.0
674,122,1,0,9.0,5,5.0,0,0,801,5,9.0,14.0,19.0,19.0,0,5,9.0,1.0555555555555556,0.013538
718,122,1,0,6.0,5,5.0,0,0,805,5,6.0,11.0,16.0,16.0,0,5,6.0,1.0,0.013538
721,2,0,0,8.0,2,6.0,0,0,805,2,8.0,14.0,16.0,16.0,0,5,6.0,1.0,0.346574
717,123,0,0,6.0,6,5.0,0,0,805,6,6.0,11.0,17.0,17.0,0,5,6.0,1.0625,0.099021
723,902,0,0,9.0,3,6.0,0,3,805,0,9.0,15.0,18.0,18.0,1,5,6.0,1.125,0.0
715,465,0,0,8.0,3,11.0,0,0,805,3,8.0,19.0,22.0,22.0,0,5,6.0,1.375,0.0
800,122,1,0,8.0,4,5.0,0,0,812,4,8.0,13.0,17.0,17.0,0,4,8.0,1.0,0.0
781,2,0,0,6.0,10,6.0,0,0,812,10,6.0,12.0,22.0,22.0,0,4,8.0,1.2941176470588236,0.0
781,902,0,0,15.0,2,6.0,0,2,812,0,15.0,21.0,23.0,23.0,1,4,8.0,1.3529411764705883,0.0
789,122,1,0,4.0,3,5.0,0,0,815,3,4.0,9.0,12.0,12.0,0,3,4.0,1.0,0.256721
785,902,0,0,4.0,3,6.0,0,3,815,0,4.0,10.0,13.0,13.0,1,3,4.0,1.0833333333333333,0.0
780,2,0,0,3.0,5,6.0,0,0,815,5,3.0,9.0,14.0,14.0,0,3,4.0,1.1666666666666667,0.175994
816,121,0,0,11.0,2,2.0,0,0,815,2,11.0,13.0,15.0,15.0,0,3,4.0,1.25,0.0
862,121,1,0,9.0,17,2.0,0,0,828,17,9.0,11.0,28.0,28.0,0,17,9.0,1.0,0.208142
861,902_121,0,1,8.56,14,6.44,0,2,828,12,8.56,15.0,29.0,39.0,1,17,9.0,1.3928571428571428,0.188353
874,123_121,0,1,9.0,16,6.0,0,0,828,16,9.0,15.0,31.0,41.0,0,17,9.0,1.4642857142857142,0.208142
1108,902,0,0,11.0,2,5.0,0,2,885,0,11.0,16.0,18.0,18.0,1,2,17.0,1.0,0.0
1083,2,0,0,9.0,5,6.0,0,0,885,5,9.0,15.0,20.0,20.0,0,2,17.0,1.1111111111111112,0.138629
1099,121,1,0,17.0,2,2.0,0,0,885,2,17.0,19.0,21.0,21.0,0,2,17.0,1.1666666666666667,0.173287
1092,7,0,0,10.0,3,10.0,0,0,885,3,10.0,20.0,23.0,23.0,0,2,17.0,1.2777777777777777,0.0
1083,122,0,0,19.0,1,6.0,0,0,885,1,19.0,25.0,26.0,26.0,0,2,17.0,1.4444444444444444,0.0
1077,122,1,0,8.0,3,6.0,0,0,886,3,8.0,14.0,17.0,17.0,0,3,8.0,1.0,0.184117
1081,902,0,0,13.0,3,6.0,0,3,886,0,13.0,19.0,22.0,22.0,1,3,8.0,1.2941176470588236,0.0
1086,2,0,0,13.0,4,6.0,0,0,886,4,13.0,19.0,23.0,23.0,0,3,8.0,1.3529411764705883,0.175994
425,121,1,0,12.0,19,5.0,0,0,901,19,12.0,17.0,36.0,36.0,0,19,12.0,1.0,0.115483
445,902_87,0,1,8.5,19,6.5,0,10,901,9,8.5,15.0,34.0,44.0,1,19,12.0,1.2222222222222223,0.0
445,114_121,0,1,9.0,19,8.0,0,0,901,19,9.0,17.0,36.0,46.0,0,19,12.0,1.2777777777777777,0.115483
507,121,1,0,15.0,12,2.0,0,0,904,12,15.0,17.0,29.0,29.0,0,12,15.0,1.0,0.230147
515,902_87,0,1,4.5,13,6.5,0,4,904,9,4.5,11.0,24.0,34.0,1,12,15.0,1.1724137931034482,0.043313
504,902_121,0,1,6.58,14,6.42,0,2,904,12,6.58,13.0,27.0,37.0,1,12,15.0,1.2758620689655173,0.135403
502,87,0,0,20.0,6,11.0,0,0,904,6,20.0,31.0,37.0,37.0,0,12,15.0,1.2758620689655173,0.077016
566,121,1,0,22.0,15,2.0,0,0,929,15,22.0,24.0,39.0,39.0,0,15,22.0,1.0,0.286625
538,123_121,0,1,22.0,14,6.0,0,0,929,14,22.0,28.0,42.0,52.0,0,15,22.0,1.3333333333333333,0.286625
543,902_121,0,1,23.56,12,6.44,0,2,929,10,23.56,30.0,42.0,52.0,1,15,22.0,1.3333333333333333,0.058113
542,2_121,0,1,14.0,23,6.0,0,0,929,23,14.0,20.0,43.0,53.0,0,15,22.0,1.358974358974359,0.101182
541,121,1,0,8.0,18,2.0,0,0,930,18,8.0,10.0,28.0,28.0,0,18,8.0,1.0,0.0
559,87_902,0,1,3.98,15,12.02,0,8,930,7,3.98,16.0,31.0,41.0,1,18,8.0,1.4642857142857142,0.0
721,123,0,0,10.0,4,5.0,0,0,948,4,10.0,15.0,19.0,19.0,0,5,11.0,1.0,0.083785
721,122,1,0,11.0,5,5.0,0,0,948,5,11.0,16.0,21.0,21.0,0,5,11.0,1.105263157894737,0.0
723,2,0,0,7.0,9,6.0,0,0,948,9,7.0,13.0,22.0,22.0,0,5,11.0,1.1578947368421053,0.213619
719,121,0,0,15.0,5,2.0,0,0,948,5,15.0,17.0,22.0,22.0,0,5,11.0,1.1578947368421053,0.48391
722,902,0,0,13.0,4,6.0,0,4,948,0,13.0,19.0,23.0,23.0,1,5,11.0,1.2105263157894737,0.0
740,123,0,0,11.0,4,5.0,0,0,949,4,11.0,16.0,20.0,20.0,0,5,12.0,1.0,0.083785
740,122,1,0,12.0,5,5.0,0,0,949,5,12.0,17.0,22.0,22.0,0,5,12.0,1.1,0.0
722,902,0,0,13.0,4,6.0,0,4,949,0,13.0,19.0,23.0,23.0,1,5,12.0,1.15,0.0
748,121,0,0,16.0,5,2.0,0,0,949,5,16.0,18.0,23.0,23.0,0,5,12.0,1.15,0.48391
768,2,0,0,10.0,9,6.0,0,0,949,9,10.0,16.0,25.0,25.0,0,5,12.0,1.25,0.213619
779,121,1,0,12.0,16,2.0,0,0,961,16,12.0,14.0,30.0,30.0,0,16,12.0,1.0,0.0
798,87_902,0,1,5.98,15,12.02,0,8,961,7,5.98,18.0,33.0,43.0,1,16,12.0,1.4333333333333333,0.0
852,902,0,0,10.0,5,6.0,0,5,973,0,10.0,16.0,21.0,21.0,1,5,12.0,1.0,0.0
872,122,1,0,12.0,5,5.0,0,0,973,5,12.0,17.0,22.0,22.0,0,5,12.0,1.0476190476190477,0.013538
851,123,0,0,12.0,6,5.0,0,0,973,6,12.0,17.0,23.0,23.0,0,5,12.0,1.0952380952380953,0.099021
845,2,0,0,15.0,3,6.0,0,0,973,3,15.0,21.0,24.0,24.0,0,5,12.0,1.1428571428571428,0.346574
897,902,0,0,4.0,4,6.0,0,4,981,0,4.0,10.0,14.0,14.0,1,5,9.0,1.0,0.0
922,121,1,0,9.0,5,2.0,0,0,981,5,9.0,11.0,16.0,16.0,0,5,9.0,1.1428571428571428,0.0
914,123,0,0,18.0,4,5.0,0,0,985,4,18.0,23.0,27.0,27.0,0,7,18.0,1.0,0.102688
921,122,1,0,18.0,7,5.0,0,0,985,7,18.0,23.0,30.0,30.0,0,7,18.0,1.1111111111111112,0.00231
934,902,0,0,21.0,3,6.0,0,3,985,0,21.0,27.0,30.0,30.0,1,7,18.0,1.1111111111111112,0.0
946,250,0,0,20.0,1,9.0,0,0,985,1,20.0,29.0,30.0,30.0,0,7,18.0,1.1111111111111112,0.0
923,121_695,0,1,11.56,31,6.44,0,0,986,31,11.56,18.0,49.0,59.0,0,38,21.56,1.0,0.063921
948,121_2,1,1,21.56,38,2.44,0,0,986,38,21.56,24.0,62.0,72.0,0,38,21.56,1.2203389830508475,0.028961
938,121_902_477,0,2,14.12,35,3.88,0,7,986,28,14.12,18.0,53.0,73.0,1,38,21.56,1.2372881355932204,1.1e-05
906,902,0,0,7.0,2,6.0,0,2,993,0,7.0,13.0,15.0,15.0,1,5,9.0,1.0,0.0
904,123,0,0,9.0,2,5.0,0,0,993,2,9.0,14.0,16.0,16.0,0,5,9.0,1.0666666666666667,0.117706
912,121,0,0,14.0,2,2.0,0,0,993,2,14.0,16.0,18.0,18.0,0,5,9.0,1.2,0.621227
904,122,1,0,9.0,5,5.0,0,0,993,5,9.0,14.0,19.0,19.0,0,5,9.0,1.2666666666666666,0.0
904,2,0,0,10.0,3,6.0,0,0,993,3,10.0,16.0,19.0,19.0,0,5,9.0,1.2666666666666666,0.040689
990,122,0,0,8.0,5,5.0,0,0,999,5,8.0,13.0,18.0,18.0,0,5,14.0,1.0,0.0
962,902,0,0,11.0,2,6.0,0,2,999,0,11.0,17.0,19.0,19.0,1,5,14.0,1.0555555555555556,0.0
988,121,1,0,14.0,5,2.0,0,0,999,5,14.0,16.0,21.0,21.0,0,5,14.0,1.1666666666666667,0.48391
976,123,0,0,14.0,3,5.0,0,0,999,3,14.0,19.0,22.0,22.0,0,5,14.0,1.2222222222222223,0.48391
960,2,0,0,8.0,9,6.0,0,0,999,9,8.0,14.0,23.0,23.0,0,5,14.0,1.2777777777777777,0.213619
1026,121,1,0,10.0,18,2.0,0,0,1002,18,10.0,12.0,30.0,30.0,0,18,10.0,1.0,0.174658
1036,902_121,0,1,8.56,15,6.44,0,2,1002,13,8.56,15.0,30.0,40.0,1,18,10.0,1.3333333333333333,0.160616
1018,123_121,0,1,10.0,17,6.0,0,0,1002,17,10.0,16.0,33.0,43.0,0,18,10.0,1.4333333333333333,0.174658
966,902,0,0,7.0,2,6.0,0,2,1003,0,7.0,13.0,15.0,15.0,1,5,9.0,1.0,0.0
964,123,0,0,10.0,2,5.0,0,0,1003,2,10.0,15.0,17.0,17.0,0,5,9.0,1.1333333333333333,0.117706
964,122,1,0,9.0,5,5.0,0,0,1003,5,9.0,14.0,19.0,19.0,0,5,9.0,1.2666666666666666,0.0
972,121,0,0,15.0,2,2.0,0,0,1003,2,15.0,17.0,19.0,19.0,0,5,9.0,1.2666666666666666,0.621227
964,2,0,0,11.0,4,6.0,0,0,1003,4,11.0,17.0,21.0,21.0,0,5,9.0,1.4,0.040689
1046,121,1,0,9.0,20,2.0,0,0,1015,20,9.0,11.0,31.0,31.0,0,20,9.0,1.0,0.187139
1038,902_121,0,1,5.56,17,6.44,0,4,1015,13,5.56,12.0,29.0,39.0,1,20,9.0,1.2580645161290323,0.176037
1051,123_121,0,1,6.0,19,6.0,0,0,1015,19,6.0,12.0,31.0,41.0,0,20,9.0,1.3225806451612903,0.164683
1025,122_121,0,1,3.44,19,9.56,0,0,1015,19,3.44,13.0,32.0,42.0,0,20,9.0,1.3548387096774193,0.127076
1080,902,0,0,7.0,5,6.0,0,5,1022,0,7.0,13.0,18.0,18.0,1,6,9.0,1.0,0.0
1090,122,1,0,9.0,6,6.0,0,0,1022,6,9.0,15.0,21.0,21.0,0,6,9.0,1.1666666666666667,0.0
1147,121,1,0,11.0,13,6.0,0,0,1029,13,11.0,17.0,30.0,30.0,0,13,11.0,1.0,0.0
1158,87_902,0,1,8.98,13,11.02,0,6,1029,7,8.98,20.0,33.0,43.0,1,13,11.0,1.4333333333333333,0.0
1147,121,1,0,13.0,16,6.0,0,0,1030,16,13.0,19.0,35.0,35.0,0,16,13.0,1.0,0.0
1159,87_902,0,1,7.98,15,11.02,0,8,1030,7,7.98,19.0,34.0,44.0,1,16,13.0,1.2571428571428571,0.0
1136,3,0,0,25.0,12,11.0,0,0,1030,12,25.0,36.0,48.0,48.0,0,16,13.0,1.3714285714285714,0.0
1131,902,0,0,11.0,2,6.0,0,2,1033,0,11.0,17.0,19.0,19.0,1,8,11.0,1.0,0.0
1116,122,1,0,11.0,8,6.0,0,0,1033,8,11.0,17.0,25.0,25.0,0,8,11.0,1.3157894736842106,0.0
1115,2,0,0,17.0,3,6.0,0,0,1033,3,17.0,23.0,26.0,26.0,0,8,11.0,1.368421052631579,0.0
1164,121,1,0,13.0,14,6.0,0,0,1034,14,13.0,19.0,33.0,33.0,0,14,13.0,1.0,0.0
1157,87_902,0,1,9.98,15,11.02,0,8,1034,7,9.98,21.0,36.0,46.0,1,14,13.0,1.393939393939394,0.0
1141,902,0,0,11.0,2,6.0,0,2,1035,0,11.0,17.0,19.0,19.0,1,8,6.0,1.0,0.0
1144,122,1,0,6.0,8,6.0,0,0,1035,8,6.0,12.0,20.0,20.0,0,8,6.0,1.0526315789473684,0.0
1168,2,0,0,10.0,5,6.0,0,0,1035,5,10.0,16.0,21.0,21.0,0,8,6.0,1.105263157894737,0.0
1135,2,0,0,10.0,2,6.0,0,0,1038,2,10.0,16.0,18.0,18.0,0,1,19.0,1.0,0.173287
1155,902,0,0,11.0,2,6.0,0,2,1038,0,11.0,17.0,19.0,19.0,1,1,19.0,1.0555555555555556,0.0
1166,465,0,0,7.0,5,13.0,0,0,1038,5,7.0,20.0,25.0,25.0,0,1,19.0,1.3888888888888888,0.0
1162,121,0,0,16.0,3,6.0,0,0,1038,3,16.0,22.0,25.0,25.0,0,1,19.0,1.3888888888888888,0.346574
1140,122,1,0,19.0,1,6.0,0,0,1038,1,19.0,25.0,26.0,26.0,0,1,19.0,1.4444444444444444,0.0
480,2,0,0,5.0,6,6.0,0,0,1050,6,5.0,11.0,17.0,17.0,0,5,7.0,1.0,0.147418
484,122,1,0,7.0,5,5.0,0,0,1050,5,7.0,12.0,17.0,17.0,0,5,7.0,1.0,0.015122
482,123,0,0,8.0,6,5.0,0,0,1050,6,8.0,13.0,19.0,19.0,0,5,7.0,1.1176470588235294,0.156945
503,902,0,0,10.0,3,6.0,0,3,1050,0,10.0,16.0,19.0,19.0,1,5,7.0,1.1176470588235294,0.0
661,2,0,0,1.0,7,6.0,0,0,1067,7,1.0,7.0,14.0,14.0,0,5,5.0,1.0,0.116372
658,122,1,0,5.0,5,5.0,0,0,1067,5,5.0,10.0,15.0,15.0,0,5,5.0,1.0714285714285714,0.015122
657,123,0,0,5.0,6,5.0,0,0,1067,6,5.0,10.0,16.0,16.0,0,5,5.0,1.1428571428571428,0.156945
687,902,0,0,9.0,3,6.0,0,3,1067,0,9.0,15.0,18.0,18.0,1,5,5.0,1.2857142857142858,0.0
661,2,0,0,0.0,6,6.0,0,0,1068,6,0.0,6.0,12.0,12.0,0,5,3.0,1.0,0.147418
658,122,1,0,3.0,5,5.0,0,0,1068,5,3.0,8.0,13.0,13.0,0,5,3.0,1.0833333333333333,0.015122
657,123,0,0,3.0,6,5.0,0,0,1068,6,3.0,8.0,14.0,14.0,0,5,3.0,1.1666666666666667,0.156945
687,902,0,0,6.0,3,6.0,0,3,1068,0,6.0,12.0,15.0,15.0,1,5,3.0,1.25,0.0
692,123,0,0,6.0,4,5.0,0,0,1071,4,6.0,11.0,15.0,15.0,0,5,6.0,1.0,0.083785
692,122,1,0,6.0,5,5.0,0,0,1071,5,6.0,11.0,16.0,16.0,0,5,6.0,1.0666666666666667,0.0
663,2,0,0,4.0,8,6.0,0,0,1071,8,4.0,10.0,18.0,18.0,0,5,6.0,1.2,0.213619
670,121,0,0,11.0,5,2.0,0,0,1071,5,11.0,13.0,18.0,18.0,0,5,6.0,1.2,0.48391
663,902,0,0,10.0,2,6.0,0,2,1071,0,10.0,16.0,18.0,18.0,1,5,6.0,1.2,0.0
737,902,0,0,4.0,3,6.0,0,3,1077,0,4.0,10.0,13.0,13.0,1,3,5.0,1.0,0.0
720,122,1,0,5.0,3,5.0,0,0,1077,3,5.0,10.0,13.0,13.0,0,3,5.0,1.0,0.256721
