match,nTrans,wk,iv,wt,nwk,tiv,id,tway,ntiv,aux,summer,realtime,HHcomp,oppo,male,female,white,visitor,engflu,age,income,disability,nonbinary,duration,dayofweek_Friday,dayofweek_Saturday,dayofweek_Sunday,dayofweek_Weekday,plan_couldhave,plan_known,plan_nonweb,plan_web,access_bike,access_drive,access_walk,egress_bike,egress_drive,egress_walk,worktype_fullO,worktype_fullT,worktype_partialT,worktype_unemp,worktype_unfixed,stu_K12,stu_full,stu_no,stu_part,choicerider_choicerider,choicerider_dependent,choicerider_potentially,purpose_HBEd,purpose_HBO,purpose_HBSh,purpose_HBSo,purpose_HBW,purpose_NHB
1.0,1.0,1.12,48.0,7.88,0.0,20.0,111659,0,28.0,1.12,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,40.0,20.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,4.12,31.0,10.88,0.0,31.0,111659,1,0.0,4.12,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,40.0,20.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,2.0,15.66,41.0,19.34,0.0,0.0,111662,0,41.0,15.66,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,30.0,47.5,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,18.54,42.0,11.46,0.0,29.0,111662,1,13.0,18.54,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,30.0,47.5,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,2.0,5.74,25.0,17.26,3.0,8.0,111666,0,17.0,8.74,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,30.0,125.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,7.96,41.0,9.04,5.0,41.0,111666,1,0.0,12.96,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,30.0,125.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,4.0,38.0,5.0,0.0,14.0,111667,0,24.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,60.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,3.0,6.22,33.0,3.78,0.0,21.0,111667,1,12.0,6.22,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,60.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5.0,27.0,11.0,0.0,0.0,111675,0,27.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,30.0,175.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,3.0,26.0,5.0,0.0,26.0,111675,1,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,30.0,175.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,7.0,30.0,5.0,0.0,13.0,111676,0,17.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,16.5,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,17.0,20.0,5.0,0.0,20.0,111676,1,0.0,17.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,16.5,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.0,10.0,9.0,0.0,0.0,111684,0,10.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,60.0,7.5,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,9.0,5.0,0.0,9.0,111684,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,60.0,7.5,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,11.0,32.0,8.0,0.0,0.0,111686,0,32.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,40.0,30.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,11.0,28.0,5.0,0.0,28.0,111686,1,0.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,40.0,30.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,11.0,8.0,8.0,0.0,2.0,111688,0,6.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,60.0,20.0,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,13.0,6.0,5.0,0.0,6.0,111688,1,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,60.0,20.0,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,5.0,4.0,5.0,0.0,0.0,111689,0,4.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,70.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,7.0,5.0,5.0,0.0,5.0,111689,1,0.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,70.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,20.0,55.0,17.0,0.0,7.0,111695,0,48.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,40.0,7.5,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,2.0,18.64,36.0,16.36,0.0,27.0,111695,1,9.0,18.64,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,40.0,7.5,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,8.0,26.0,8.0,0.0,0.0,111700,0,26.0,8.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,11.0,21.0,5.0,0.0,21.0,111700,1,0.0,11.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,8.0,32.0,8.0,0.0,0.0,111706,0,32.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,40.0,20.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,8.0,27.0,5.0,0.0,27.0,111706,1,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,40.0,20.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,3.0,37.0,8.0,0.0,0.0,111710,0,37.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,30.0,7.5,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,4.0,28.0,4.0,0.0,28.0,111710,1,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,30.0,7.5,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,5.88,40.0,11.12,0.0,0.0,111713,0,40.0,5.88,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,70.0,90.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,19.0,32.0,5.0,0.0,32.0,111713,1,0.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,70.0,90.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,7.0,7.0,8.0,0.0,0.0,111714,0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,5.0,6.0,5.0,0.0,6.0,111714,1,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,7.0,35.0,5.0,0.0,16.0,111720,0,19.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,50.0,90.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,25.0,24.0,5.0,0.0,24.0,111720,1,0.0,25.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,50.0,90.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,21.0,0.0,9.0,0.0,0.0,111724,0,0.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,40.0,30.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,9.0,9.0,5.0,0.0,9.0,111724,1,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,40.0,30.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,10.0,7.0,8.0,0.0,0.0,111726,0,7.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,16.5,30.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,9.0,6.0,5.0,0.0,6.0,111726,1,0.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,16.5,30.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,7.0,23.0,8.0,0.0,0.0,111727,0,23.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,21.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,15.0,16.0,5.0,0.0,16.0,111727,1,0.0,15.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,21.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,13.0,3.0,5.0,0.0,0.0,111734,0,3.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,60.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,6.0,5.0,5.0,0.0,5.0,111734,1,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,60.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,1.26,35.0,15.74,0.0,0.0,111739,0,35.0,1.26,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,60.0,30.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,1.0,36.0,8.0,0.0,20.0,111739,1,16.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,60.0,30.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,8.68,14.0,8.319999999999936,0.0,1.0,113050,0,13.0,8.68,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,7.5,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,3.0,14.0,5.0,0.0,14.0,113050,1,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,7.5,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,19.0,15.0,11.0,0.0,0.0,114049,0,15.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,40.0,125.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,15.0,16.0,6.0,0.0,16.0,114049,1,0.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,40.0,125.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,7.0,10.0,11.0,0.0,0.0,114095,0,10.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,40.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,13.88,12.0,11.12,0.0,7.0,114095,1,5.0,13.88,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,40.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,16.0,11.0,11.0,0.0,0.0,114356,0,11.0,16.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,50.0,125.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,6.0,23.0,6.0,0.0,23.0,114356,1,0.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,50.0,125.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,3.0,8.5,36.0,10.5,0.0,12.0,114914,0,24.0,8.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,60.0,7.5,1.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,7.1,46.0,8.9,0.0,46.0,114914,1,0.0,7.1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,60.0,7.5,1.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,16.0,22.0,4.0,0.0,0.0,118278,0,22.0,16.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,40.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,18.0,12.0,6.0,0.0,12.0,118278,1,0.0,18.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,40.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,5.0,12.0,11.0,9.0,0.0,119860,0,12.0,14.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,21.0,30.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,2.0,10.0,6.0,9.0,10.0,119860,1,0.0,11.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,21.0,30.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,17.0,19.0,11.0,0.0,0.0,120068,0,19.0,17.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,21.0,7.5,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,17.0,15.0,6.0,0.0,15.0,120068,1,0.0,17.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,21.0,7.5,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,7.0,11.0,6.0,0.0,0.0,120219,0,11.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,30.0,47.5,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
