,Model71,Model77,Model89,Model104,Model116
134439,0.8919705748558044,0.8717360496520996,0.6905800104141235,0.4643860161304474,0.017362333834171295
134442,3.6871994715283185e-14,0.988751232624054,0.598935067653656,0.624757707118988,1.001255714072613e-05
134445,1.0,0.9770075082778931,1.0,1.0,0.9999938011169434
134467,0.9854028224945068,0.9624638557434082,0.9938517808914185,1.0,0.8994291424751282
134473,0.8741546869277954,0.7200374603271484,0.47785115242004395,0.8740535378456116,0.9999611377716064
134480,0.955506443977356,0.8222593665122986,0.39011117815971375,0.5925286412239075,0.6948401927947998
134485,0.9991438388824463,0.8801510334014893,0.999970555305481,0.5893049836158752,0.9583242535591125
134492,0.9852274656295776,0.9999109506607056,0.949905276298523,0.9999988079071045,0.9986552000045776
134493,0.22991186380386353,0.02608976513147354,0.6170616745948792,7.812997471212668e-10,0.17665384709835052
134495,0.9999980926513672,0.9999861717224121,0.9367697238922119,0.9932251572608948,0.999987006187439
134496,0.006334745325148106,8.315682498505339e-05,7.215556706796633e-06,0.7529729008674622,0.0005594663671217859
134500,0.9038657546043396,0.15037669241428375,0.203023299574852,0.5779046416282654,0.5290647149085999
134502,0.0015572054544463754,0.0030246470123529434,2.80921085504815e-06,0.001275080256164074,1.9261540273873834e-07
134509,0.9723567366600037,0.7843685150146484,0.987891674041748,0.999970555305481,0.9639853239059448
134513,0.24891313910484314,0.4956202208995819,0.1770053654909134,0.46648192405700684,0.4229184687137604
134519,0.7701940536499023,0.9934679865837097,0.5587617754936218,0.4778977930545807,0.9898719191551208
134527,0.16330508887767792,0.9422550201416016,0.9790904521942139,0.9993208646774292,0.9941073656082153
134535,0.9994315505027771,0.7365740537643433,0.5881368517875671,0.461136132478714,0.9085937142372131
134554,0.9877800941467285,1.0,0.8618115186691284,0.9681932330131531,0.946929931640625
134563,0.9976934790611267,0.9999972581863403,0.898208498954773,0.8207782506942749,0.842205286026001
134608,3.058922857235302e-07,0.011960265226662159,2.7770713131758384e-05,0.39025187492370605,0.006178500596433878
134609,0.30759721994400024,0.5416412949562073,0.6106658577919006,1.0,0.9147837162017822
134667,1.0,1.0,0.9999969005584717,0.9999374151229858,1.0
134672,0.0043793185614049435,0.00020220807346049696,0.0004463674849830568,0.025438643991947174,0.5197929739952087
134682,0.9968242645263672,0.9999747276306152,0.9999896287918091,1.0,0.9961734414100647
134685,1.0,0.9999697208404541,0.9994889497756958,1.0,1.0
134687,0.9999992847442627,0.9999606609344482,1.0,1.0,0.9995259046554565
134690,0.9999939203262329,0.9999946355819702,0.7223475575447083,0.9800824522972107,0.8517500162124634
134693,0.9895791411399841,0.9800093770027161,0.9523152709007263,0.6465041041374207,0.7141819596290588
134694,0.08213616907596588,0.20782475173473358,0.9638911485671997,0.42904502153396606,0.9665653705596924
134696,0.6617717146873474,0.27986276149749756,0.35350295901298523,0.3037134110927582,0.08672704547643661
134698,0.9997559189796448,0.9999123811721802,1.0,1.0,0.903346836566925
134703,1.0,1.0,6.35780453837119e-20,1.0,0.9587060809135437
134704,0.3084382712841034,1.1523275134095456e-05,0.000348723609931767,0.03262161463499069,0.03358696773648262
134710,0.7783046364784241,0.8355119228363037,0.8184473514556885,0.9994345307350159,0.9879647493362427
134711,0.0003103251801803708,0.0007251776987686753,8.618289029982407e-06,0.00036871773772872984,3.789061064907173e-09
134717,0.1340690404176712,0.012533019296824932,0.4454261362552643,0.5181351900100708,0.3489367663860321
134736,0.6617717146873474,0.0002389300352660939,0.3088313639163971,0.031208578497171402,0.1159423217177391
134740,8.460123268605457e-09,3.41720169672044e-06,0.3969241678714752,1.0793021587574003e-08,1.8718338878898066e-08
134820,0.0001163007618742995,2.7715250894289056e-07,0.2400352954864502,0.35007309913635254,0.2391248494386673
134824,0.5382158756256104,0.3363395035266876,0.3138442039489746,0.40969347953796387,0.6539228558540344
134829,1.0,0.9982197880744934,0.9638911485671997,0.4826059937477112,0.9899515509605408
134883,0.02200916036963463,0.0005243301275186241,0.0012073129182681441,0.0001089889628929086,1.601468113676674e-07
134888,0.9971886277198792,1.0,1.0971797337333555e-07,0.6597537398338318,0.9998596906661987
134914,0.7273229956626892,0.2912192642688751,0.5196720361709595,0.31411808729171753,0.2675498425960541
135004,0.008802009746432304,0.1833450347185135,0.3884848356246948,0.33994853496551514,0.5924651622772217
135009,0.0010613321792334318,0.1691499799489975,0.40330809354782104,0.04549857974052429,0.0073262834921479225
135019,0.1076277568936348,7.267171167768538e-05,1.0817912121652284e-09,0.00018336168432142586,2.8910780436319783e-09
135026,0.008442449383437634,2.3405333195114508e-05,6.978076271479949e-06,2.8948272756679216e-07,0.0008439031080342829
135187,0.0027865583542734385,3.661047855985089e-07,0.9638911485671997,0.4550391435623169,0.37396135926246643
135292,1.7573171362528228e-06,0.007438621483743191,0.5292091965675354,0.337223082780838,8.83578286448028e-06
135342,5.547519665860534e-10,0.006760030519217253,2.6257496301695937e-06,0.012930170632898808,0.00031818481511436403
135449,0.0004608371527865529,0.30017712712287903,0.27977725863456726,0.0566590316593647,6.638428544647468e-07
135559,5.711428219257186e-09,0.15558770298957825,6.640240826527588e-06,0.384532630443573,0.04196831211447716
135564,0.5306784510612488,0.06993424147367477,0.7185030579566956,0.7929725050926208,0.5983243584632874
135570,0.6306585073471069,0.09230432659387589,0.8114269971847534,0.3684443235397339,0.09844666719436646
135613,1.0,1.0,1.0,0.9999980926513672,0.9647141098976135
135624,6.228210761848209e-17,0.0006609155680052936,0.0005395683110691607,1.7104167474718546e-12,1.0388920657078415e-07
135634,0.35325175523757935,0.8911299109458923,0.3620832860469818,0.5865233540534973,9.219179197827998e-09
135641,3.985670105066674e-08,9.681287338025868e-05,4.311731527373297e-12,0.014975855126976967,0.028627704828977585
135680,0.9757657051086426,0.9909928441047668,0.9993839263916016,0.9950763583183289,0.997208297252655
135706,5.846295243827626e-05,4.230970807839185e-05,3.10044073748017e-11,0.0005866969586350024,0.0073252469301223755
135718,0.9899858236312866,0.9999532699584961,0.7206184267997742,0.9241129159927368,2.0066700017196126e-06
135750,0.9998385906219482,3.837293260922081e-10,0.8980719447135925,0.9510030746459961,0.9767090082168579
135755,6.344130554225558e-08,0.9999991655349731,0.871720016002655,0.9999428987503052,0.9944543242454529
135760,0.9252376556396484,9.58445909443606e-12,0.3118519186973572,0.4355125427246094,0.023289065808057785
135814,0.06625718623399734,0.9998600482940674,0.9588611125946045,0.9883757829666138,0.9992823004722595
135823,0.9998952150344849,0.9668494462966919,0.8936207890510559,0.9705716371536255,0.8984659314155579
135844,0.901878297328949,0.8934670686721802,0.32436931133270264,0.9902191758155823,0.9316446185112
135849,0.005839592311531305,7.80662739998661e-05,0.9638911485671997,1.780891753511149e-11,0.2223624885082245
135850,8.679371967446059e-05,2.4292718947549474e-09,2.2779144553946592e-17,9.135512613056562e-08,4.432879844445958e-12
135858,0.6684125065803528,0.9744173288345337,0.9638911485671997,0.8717525601387024,0.9584532380104065
135872,0.00952309649437666,0.1609782576560974,0.43783167004585266,0.2991481125354767,0.6038151383399963
135883,0.013365582562983036,0.6356860995292664,0.37933284044265747,0.011224612593650818,8.56300539453514e-06
135888,0.997407853603363,0.9718340039253235,0.9638911485671997,0.9565828442573547,0.9928693175315857
135942,0.9989005327224731,1.0,0.9999971389770508,1.0,1.0
135990,0.3559752106666565,0.6950423717498779,0.5208584666252136,0.9446746706962585,8.70806888997322e-06
136012,0.9889066219329834,0.9958400726318359,0.4330049753189087,0.6098828315734863,0.333321750164032
136015,2.668646770167534e-22,0.0090040797367692,1.7006281268550083e-05,4.35576871971337e-21,2.8118043917529922e-12
136019,2.4685793340029072e-11,2.2721516535031247e-17,0.7500095963478088,0.5679929852485657,0.0006557807209901512
136063,0.2892891466617584,0.0031768721528351307,0.32900524139404297,0.38100093603134155,0.06018386408686638
136225,0.0099569670855999,0.882965087890625,0.6418485045433044,0.9242386221885681,0.9999524354934692
136255,0.013671205379068851,0.017679408192634583,0.006712362170219421,0.010514063760638237,0.5290647149085999
136304,0.06645666807889938,0.00028333094087429345,1.214969636009755e-08,0.18233662843704224,0.0794510468840599
136318,0.0299383532255888,0.005936922039836645,0.05627401918172836,2.8074429792468436e-05,0.03586611896753311
136332,0.15893100202083588,0.03926970437169075,0.4896124005317688,0.06535722315311432,0.09649044275283813
136339,0.0016957427142187953,0.2879253029823303,0.3819698393344879,1.0657739721864345e-06,0.03582470491528511
136344,0.524898111820221,0.0004761492891702801,0.500848650932312,3.9918634797686536e-07,0.11713773757219315
136477,0.05789167061448097,0.11385376751422882,0.6214154958724976,0.0006358905229717493,0.0015400530537590384
136491,0.14917798340320587,0.02373930625617504,0.2809862792491913,0.22632165253162384,0.13621166348457336
136515,4.4393753341864794e-05,3.9092810766305774e-08,3.545052435199175e-14,1.8734264813247137e-05,1.1898425970077557e-14
136611,3.894496669598624e-10,0.016342174261808395,6.736795565842613e-09,0.00012763995619025081,0.000569250201806426
136707,0.5754491686820984,0.9992790818214417,0.8911858797073364,0.8845675587654114,1.3746560834082544e-10
136724,0.9999607801437378,4.934042863169452e-08,0.4254894256591797,0.950822114944458,0.9833366274833679
136728,1.0,1.0,1.0,0.9992318153381348,0.5290647149085999
136736,0.9905891418457031,0.999993085861206,0.9952196478843689,1.0,0.56786048412323
136759,0.0019580742809921503,1.857653961212513e-11,0.6198635101318359,0.00043985992670059204,0.002240453613922
136769,0.9948171973228455,0.8592253923416138,0.7264840602874756,0.3438316583633423,0.8797010779380798
136782,0.223186656832695,0.9989064931869507,0.9449899792671204,0.9992297887802124,0.914452075958252
136797,0.8542913794517517,6.86157636664575e-06,2.434996847811867e-16,0.926708996295929,1.813367020986334e-07
136798,1.0,1.0,0.9638911485671997,0.3975934088230133,0.9940829873085022
136809,0.9999994039535522,0.9999128580093384,0.9950643181800842,0.9782125353813171,0.9351012110710144
136841,0.10108762979507446,9.012601775992835e-11,0.6930684447288513,0.3311443626880646,0.18066728115081787
136846,0.007705418858677149,0.0011968007311224937,0.002916945144534111,0.00019288038311060518,0.03144221380352974
136856,1.5224787830447895e-07,0.002186028752475977,0.00032064379774965346,1.0711811881947142e-07,0.04817148298025131
136858,0.07394949346780777,0.14573508501052856,0.6213518381118774,0.5464308857917786,2.0188127558551372e-10
136877,0.2589681148529053,9.822934225667268e-05,0.12178337574005127,0.036190636456012726,0.049627646803855896
136970,0.8849376440048218,0.9973316192626953,0.5095800161361694,0.9690320491790771,0.8609151840209961
137011,3.3130543215520447e-06,0.02476479858160019,3.108006816082177e-19,0.0011572812218219042,6.418977136490867e-05
137046,0.9995393753051758,0.9999520778656006,0.999997615814209,1.0,0.9988425970077515
137066,0.6730877757072449,0.8176741003990173,0.02960727922618389,0.34385257959365845,0.6567363739013672
137094,0.020311230793595314,0.006439835298806429,0.3125395178794861,0.5827831625938416,0.2661210000514984
137101,0.08264509588479996,0.008287548087537289,5.235965545580257e-06,0.22655805945396423,0.08398318290710449
137121,0.999716579914093,0.9999995231628418,0.9995152950286865,0.9047690629959106,0.9844381213188171
137440,3.872353772749193e-05,8.689476089784876e-07,0.6107202768325806,0.40670132637023926,6.34190167048132e-09
137594,6.09566452869359e-10,8.995108735014405e-17,2.2371834518253308e-07,1.4512000234390143e-05,2.1078870596148887e-14
137600,3.66456771558112e-29,2.921122833940286e-30,1.667852670143766e-20,2.8553483298920425e-16,5.590565982889874e-38
137608,0.0007222083513624966,0.8108741044998169,0.9972100853919983,0.7402673959732056,6.216154702087806e-09
137623,0.7157573699951172,0.12758345901966095,0.2756344974040985,0.8123365640640259,5.575545025671147e-10
137636,1.0,0.8870627284049988,0.9905188679695129,1.0,0.999993085861206
137668,2.4939683564845216e-12,5.3207314258954736e-17,3.225106015580792e-10,0.00010780297452583909,1.2831666027862358e-33
137674,1.6037167370086536e-05,1.5946669982766504e-12,0.22397148609161377,0.03355296701192856,9.144098256363975e-10
137691,1.8013790281656838e-07,0.1945447027683258,3.050562477998524e-15,0.0021321154199540615,3.653960084193386e-05
137698,1.7884807859337708e-17,0.9999988079071045,0.6103246808052063,0.9673526883125305,5.948556032429097e-25
137723,3.574537974031792e-19,2.599941329974219e-25,9.418944790784423e-12,5.1105322199873626e-05,3.889433018726388e-18
137837,1.0,1.0,1.0,2.0408367704116692e-11,0.9999016523361206
137874,1.0070531693277003e-19,2.6768611832871468e-17,9.312635514766121e-24,8.921937819650338e-07,3.0190103889049524e-11
137880,0.6557350754737854,0.07471386343240738,0.6596360802650452,0.006902648136019707,0.007433714345097542
137897,0.8784504532814026,0.9999561309814453,0.9993157386779785,0.9578816294670105,0.9467117190361023
137981,0.0005515676457434893,1.6066069292719476e-05,0.2841770648956299,0.00044381411862559617,9.493637599417449e-15
137990,0.7100936770439148,0.9315473437309265,0.5160463452339172,3.7912421248620376e-05,0.00023599379346705973
137997,0.9999943971633911,0.9999077320098877,0.9909632802009583,0.9983682036399841,0.9956144094467163
138010,0.040066197514534,0.005917842499911785,0.005303655285388231,0.02742789499461651,0.028634054586291313
138015,6.757619530617376e-07,1.2037751275784103e-06,0.0036984484177082777,0.002363046398386359,2.796460648823995e-06
141087,1.0,0.9534202218055725,0.9638911485671997,1.0,0.9935511350631714
144162,0.999998927116394,1.0,0.5296841859817505,0.9990094900131226,0.9999743700027466
146093,0.7070500254631042,0.7881391644477844,0.3954637050628662,0.4160224199295044,0.9987039566040039
147017,7.214795034140615e-18,1.0808821285929193e-12,0.5614162683486938,0.392227441072464,1.5204562259896193e-05
154165,0.9964975714683533,0.9996334314346313,0.7585090398788452,0.7111329436302185,0.9999133348464966
154905,1.4177400942116947e-07,5.664487545686825e-08,0.026742763817310333,1.1240194539019477e-11,0.0397714339196682
157399,3.5027073946934488e-15,5.552237325900933e-06,8.37458742353192e-08,0.0106187229976058,0.012287979014217854
157472,6.069728186730572e-08,0.058590278029441833,1.6701887943781912e-06,0.06157559156417847,0.027996733784675598
158859,0.9996281862258911,0.9995765089988708,1.0,1.0,0.9943059086799622
162402,1.2974872731774667e-07,3.8028385778918206e-13,3.3669877996800324e-10,0.09781040996313095,0.042975299060344696
164400,0.9992965459823608,0.9981568455696106,0.9638911485671997,0.9865427017211914,0.9950764775276184
164426,0.984614372253418,0.999982476234436,0.9976785778999329,0.878050684928894,9.355631155355245e-20
164562,0.9999562501907349,1.0,1.0,1.0,1.0
164597,0.023846348747611046,2.608936028991593e-06,0.6222791075706482,0.31259191036224365,9.586759688318125e-07
164626,2.6251665286025627e-09,0.034404102712869644,0.06732583791017532,0.002933008596301079,0.013087096624076366
164670,0.017560429871082306,0.1010364219546318,0.425766259431839,0.578799307346344,0.7203868627548218
164690,0.19221335649490356,0.05435648187994957,0.3879520893096924,0.32192671298980713,0.07871821522712708
164739,1.533533213660121e-05,0.0007488520932383835,2.332197800569702e-05,0.5552672743797302,6.557035521836951e-05
164749,1.2851825926716264e-14,1.2156135614360623e-20,9.634344877440526e-09,4.83138478557521e-07,2.6249157297439192e-17
164779,1.0,0.9999922513961792,1.0,1.0,1.0
164807,8.5393876361195e-06,2.810122447238772e-11,0.09682096540927887,0.1979474574327469,0.025975514203310013
164809,0.15952740609645844,0.8723961710929871,0.6851257681846619,0.9794543385505676,0.7304602265357971
164838,1.0,0.9999914169311523,1.0,1.0,0.9999539852142334
164842,0.957852840423584,0.9968209266662598,0.6073604226112366,0.901074230670929,2.9958642666383936e-15
164907,0.4578966796398163,1.0,0.026053236797451973,1.1477893167466391e-05,0.014067541807889938
164925,0.9618856906890869,1.0,0.9999997615814209,0.9999998807907104,0.9997009038925171
164958,3.7291526950866682e-06,0.0029032519087195396,0.0009916574927046895,0.05794556438922882,0.018636267632246017
164965,0.9622825980186462,0.3529580235481262,0.2695220708847046,0.4887324869632721,0.23067697882652283
164969,1.331037946528113e-08,0.0005173550453037024,9.67901385706682e-08,9.307217540069357e-13,1.278168292628834e-05
164971,0.9559255242347717,0.3519355356693268,0.2169051319360733,0.610956609249115,0.2996731698513031
164975,0.879463255405426,0.25366508960723877,0.14321556687355042,0.4169469177722931,0.2274627536535263
164982,0.03762722760438919,0.07551349699497223,0.5761238932609558,0.00317398295737803,0.06704125553369522
165002,0.1332293301820755,0.0016398754669353366,0.534040093421936,0.3725488781929016,0.2040684074163437
165014,3.76247255573503e-09,0.0006271465681493282,0.0006522354087792337,0.3935627043247223,0.05318518355488777
165094,0.23874466121196747,0.024467460811138153,0.0006429909262806177,0.29315289855003357,0.00013237062375992537
165148,0.9875227808952332,0.9999748468399048,0.6481999158859253,0.8546563982963562,5.321486895581984e-08
165152,0.6617717146873474,0.25255507230758667,0.441977858543396,0.337226927280426,0.38308069109916687
165171,0.5395412445068359,0.34201639890670776,0.6471349000930786,0.34907135367393494,0.07839319854974747
165175,0.9214980602264404,0.9999992847442627,0.516289472579956,0.3747529089450836,0.11920885741710663
165217,0.01394194457679987,0.5356694459915161,0.23347167670726776,0.44321316480636597,0.06897826492786407
165224,0.00032316340366378427,0.003940515220165253,2.2551557776750997e-07,0.0009232663433067501,1.164794866781449e-05
165227,0.6617717146873474,7.180869579315186e-05,0.8809560537338257,0.5117812156677246,0.2657480537891388
165742,0.9976041913032532,0.8888710141181946,0.9638911485671997,0.9504703283309937,0.5290647149085999
165856,0.78811115026474,0.9833312630653381,0.4570603668689728,0.5792465209960938,1.526586061117996e-06
165863,0.12248224765062332,0.8838361501693726,0.7879010438919067,0.9999876022338867,0.5290647149085999
165910,0.3076004385948181,1.4083129826758523e-05,0.2421453893184662,1.392935593258482e-11,0.02107931487262249
165930,9.553720019539469e-07,0.5493948459625244,0.7336999177932739,0.9421355128288269,0.8775924444198608
165944,0.9909926652908325,0.9935818910598755,0.4850722849369049,0.9662789702415466,0.7418264746665955
165970,0.6730877757072449,0.8176741003990173,0.02960727922618389,0.34385257959365845,0.6567363739013672
166013,7.519957989643444e-07,2.906849942974077e-07,1.2152603923176741e-10,8.076325386241479e-09,1.0979292142110353e-07
166026,0.37097302079200745,0.6004437804222107,0.7557030320167542,0.4377220869064331,0.8967915773391724
166035,4.3420084130991303e-32,3.4467706646477717e-31,2.0885105710827245e-13,0.0,1.3068059941745889e-37
166039,4.7275290853576735e-05,5.094974554374192e-21,1.0529222342242351e-18,3.1447059972068e-32,3.2418556510351616e-18
166074,2.5702727725729346e-05,0.029652930796146393,7.62730181236293e-08,0.004674282390624285,0.003329999977722764
166079,0.9932597279548645,2.7009061795979505e-06,0.3125733435153961,0.9652286171913147,1.3392033315628993e-10
166084,0.3343127369880676,0.005875311326235533,0.4563322067260742,0.34739768505096436,0.18806634843349457
166321,5.20991533945627e-20,1.2533582358687376e-22,3.431467349851447e-12,5.806531078178523e-08,2.430552783574979e-15
166340,0.00519113102927804,0.08581815659999847,0.06070830300450325,0.30855879187583923,0.007817079313099384
166446,4.522945535353866e-14,3.449447541839512e-12,1.10191574899496e-14,1.4015583138515808e-09,1.0411804855063716e-31
166476,0.001533438335172832,0.013673507608473301,0.10329494625329971,0.10206204652786255,0.054321739822626114
166484,0.35344037413597107,0.47557350993156433,0.39464038610458374,0.9632354974746704,0.9323949217796326
166487,4.453346264199354e-05,0.9979493021965027,0.949928343296051,0.6068539619445801,0.14139840006828308
166492,0.9991388320922852,0.8352173566818237,0.9349675178527832,0.9881667494773865,0.7541463375091553
166503,1.2514156993373333e-19,2.5934660184521877e-15,1.1249234876942182e-09,1.1682949258625536e-13,1.0499318392476198e-07
166525,3.977844471592107e-07,0.0002493874926585704,0.9638911485671997,0.9999997615814209,1.1009779882442672e-05
166539,1.0,0.9419984221458435,0.9638911485671997,0.9977353811264038,0.9862832427024841
166569,0.0011465291026979685,0.0007755159167572856,0.25142356753349304,0.08483815938234329,0.00023785445955581963
166588,1.0,1.0,0.9525471329689026,0.9976552724838257,0.923143744468689
166596,0.9999977350234985,8.335991878993809e-05,0.22844533622264862,0.6612775921821594,0.0015194236766546965
166680,2.86155636786134e-06,0.05921110138297081,0.3570905029773712,0.05196782574057579,1.9854782748462974e-11
166701,0.9999659061431885,0.9998912811279297,0.9997825026512146,0.9999978542327881,0.9784550070762634
166710,9.700092959974427e-06,0.0163006279617548,0.6472302675247192,0.10959916561841965,1.0838923536482525e-08
166741,0.08761034905910492,0.001730851479806006,0.47249913215637207,0.7866845726966858,0.0004690449277404696
166744,0.2545597553253174,0.91631680727005,0.07444106042385101,0.43477222323417664,0.5290647149085999
166778,0.9499377608299255,0.003330755978822708,0.7150020599365234,0.46211591362953186,0.005499782506376505
166802,0.9802400469779968,0.9921402335166931,0.8525908589363098,0.9871297478675842,0.34501543641090393
166809,1.8136204343877083e-12,0.0002584868052508682,0.37472105026245117,0.6929004192352295,3.8259722674087795e-14
166815,0.9999901056289673,0.9880391955375671,0.9544157385826111,0.36754605174064636,0.4934142827987671
166831,0.9994292855262756,0.9693120718002319,0.9773773550987244,1.0,0.6153013110160828
166850,0.8310595750808716,0.00036562239984050393,0.1993314027786255,0.01685982011258602,0.5290647149085999
167229,1.0,1.0,0.9947648048400879,0.9999939203262329,0.9999966621398926
167238,1.4995570154496818e-06,5.647336729452945e-05,1.0,2.7255891228879225e-13,8.923948917072266e-05
167254,0.7862589955329895,0.24973616003990173,0.03015919402241707,0.3007996082305908,0.08581136912107468
167255,0.014958800747990608,0.9996496438980103,0.8031432628631592,0.9955625534057617,0.9169116020202637
167261,0.9999998807907104,0.99885094165802,0.9638911485671997,1.0,1.6374137601360417e-08
167300,0.993198812007904,0.9987492561340332,0.9954217076301575,1.0,0.8115306496620178
167345,5.759469180846457e-18,0.0044391038827598095,4.5897399237347843e-29,5.977607314378058e-24,3.5935214318360696e-23
167379,0.7610741257667542,0.05336055904626846,0.00036077757249586284,1.9795461412286386e-06,0.01451747678220272
167435,0.015309648588299751,6.69283622301009e-07,0.2084714025259018,0.00151931238360703,2.6489116347443165e-13
167438,0.9999942779541016,0.9572469592094421,0.5827121138572693,0.9970813393592834,0.8916934728622437
167448,6.883449258463093e-36,5.2601691891140945e-09,0.0002917442179750651,1.0270356961552434e-29,2.0024344053563847e-13
167526,3.500959799840331e-10,1.0165450476051774e-05,2.330706738717936e-09,1.568302650412079e-05,5.075986919678144e-08
167565,0.7402467727661133,0.8027682304382324,0.8919503092765808,0.29303109645843506,0.9409326314926147
167579,0.9429699778556824,0.9950443506240845,0.4937863349914551,0.9757598042488098,1.8490785073252724e-18
167586,0.06902877241373062,0.3652331233024597,0.3210407793521881,0.26640626788139343,0.007008725311607122
167609,0.00032880392973311245,0.14607958495616913,0.33225005865097046,0.3151731491088867,9.02985266293399e-06
167611,0.9999219179153442,0.8005921244621277,0.44701650738716125,0.9199241399765015,0.991346538066864
167626,0.9994171857833862,0.8069330453872681,0.9526552557945251,1.0,0.8939957618713379
167709,0.23303063213825226,0.23893699049949646,0.6006264090538025,0.8011822700500488,0.5290647149085999
167976,0.0001550756423966959,0.00040189819992519915,0.3883175551891327,3.746295624296181e-05,7.250759915438179e-14
167977,2.9206875140630473e-08,1.0260715832544065e-08,0.4029298722743988,0.010280534625053406,8.042091212701052e-05
167979,1.0,0.9823691248893738,0.9638911485671997,1.0,0.9907997250556946
167982,6.039695108484011e-06,0.010920148342847824,0.0022400293964892626,5.4739185628704945e-08,7.630179439528846e-39
167989,1.605097998957916e-11,3.725718084740537e-12,2.0211578938278407e-11,0.0021804701536893845,2.259350623257106e-10
167990,0.0019741151481866837,0.0011545120505616069,0.5165058970451355,0.0056263660080730915,0.020189618691802025
167995,0.26025593280792236,7.138170303733204e-07,7.415943414912363e-10,0.4163609445095062,0.5401751399040222
168004,3.2452442155772587e-07,0.08394191414117813,0.00046795280650258064,0.40950557589530945,4.6954252042041844e-08
168012,0.00016798511205706745,0.0005721330526284873,0.033005908131599426,0.012445170432329178,0.0042366208508610725
168014,0.9969689249992371,0.9721089601516724,0.9638911485671997,0.9733881950378418,0.9025764465332031
168074,0.9998974800109863,0.9997155070304871,0.996515154838562,0.6135336756706238,0.4492676556110382
168270,0.45671549439430237,0.9754865765571594,0.42556115984916687,0.5925465822219849,0.9949937462806702
168547,1.0955628795272787e-06,7.630225127286394e-07,0.8471981883049011,0.009802556596696377,0.00036127128987573087
168572,5.005919567757644e-10,1.1450448878999597e-13,0.0002236925793113187,0.004427207168191671,0.00021943431056570262
168601,0.9933278560638428,0.9798110127449036,0.5432878136634827,0.004149304702877998,5.270664132694947e-06
168619,0.6617717146873474,0.2748703360557556,0.29587769508361816,0.9677321314811707,0.949536144733429
168677,0.013768520206212997,0.026603763923048973,0.6520679593086243,0.6130900979042053,0.0002754095767159015
168689,8.67046182975173e-05,0.5176342129707336,0.41914182901382446,0.18739455938339233,0.003176072845235467
168708,0.022337153553962708,9.964993523681187e-07,0.35312843322753906,0.1037147268652916,0.1716037392616272
168793,2.7288168012257414e-15,2.0424548825229843e-13,1.4017700062807724e-27,1.4720019862579647e-05,1.3463583546646785e-11
168803,0.00015063992759678513,1.748180693539325e-05,0.2757655382156372,0.896597146987915,0.0895804837346077
168816,0.06680069863796234,0.009612428955733776,0.4630126655101776,0.1570809781551361,0.46958741545677185
169111,0.6456582546234131,0.49572622776031494,0.8304070234298706,0.3698803782463074,0.5934056043624878
169181,0.0002582264132797718,0.0011392035521566868,0.05387793108820915,0.39528244733810425,0.7994745969772339
169182,2.314040466444567e-05,0.014507444575428963,0.5338771343231201,0.012317152693867683,0.04099396616220474
169264,0.9986956715583801,0.9976297616958618,0.9638911485671997,0.5503988265991211,0.9555649161338806
169291,1.0,0.990161657333374,1.0,1.0,0.9993019104003906
169370,0.6617717146873474,0.9812193512916565,0.925745964050293,0.9759371280670166,0.9555886387825012
169371,0.020311230793595314,0.006439835298806429,0.3125395178794861,0.5827831625938416,0.2661210000514984
169436,0.19221335649490356,0.05435648187994957,0.3879520893096924,0.32192671298980713,0.07871821522712708
169623,0.9999688863754272,0.781013548374176,0.9995328187942505,0.9443373084068298,0.8754386305809021
169699,9.890049113892019e-06,8.637336577521637e-05,0.025366678833961487,2.271295124955941e-05,0.0010649272007867694
169711,1.0,0.9993546605110168,1.0,1.0,1.0
169714,0.9874958992004395,0.9981703758239746,0.9995012283325195,0.7546785473823547,0.7319861650466919
169716,0.00038289063377305865,0.3950776159763336,0.051307667046785355,1.0,0.15597058832645416
169723,3.7399763641587924e-06,0.026772543787956238,0.3006227910518646,0.12469066679477692,1.9401638073901495e-09
169860,1.2923434042022564e-05,4.9303402192890644e-05,0.0023863716050982475,0.07929393649101257,0.00939748901873827
169936,0.0550856851041317,0.026445316150784492,0.534216046333313,0.16519327461719513,3.370255944901146e-05
170077,0.6628271341323853,0.1346868872642517,0.26728013157844543,0.3248946964740753,0.08988383412361145
170176,0.9999628067016602,0.9984713196754456,1.0,0.9999891519546509,0.9983780384063721
170178,0.9999881982803345,2.4763768509752926e-13,1.704571432395159e-15,0.9855449795722961,0.9252105355262756
170185,0.9974433183670044,1.0,1.311101157112568e-13,0.9926697015762329,1.0
170192,6.66272218221596e-19,1.0,1.0941785149043426e-05,0.9999927282333374,1.0
170298,0.9826268553733826,0.9980533123016357,0.9996110796928406,0.9999995231628418,0.9981411695480347
170303,0.9999947547912598,1.8080182533422584e-12,0.5608537793159485,0.9995100498199463,0.999921441078186
170306,0.6617717146873474,0.9470042586326599,0.9948688745498657,0.434431791305542,0.8731335401535034
170319,1.8746082082833046e-36,0.0,1.8547907539307425e-36,3.351554896305872e-20,1.203564954269749e-14
170333,0.07417872548103333,2.665983629412949e-05,0.36487239599227905,0.08434557169675827,0.4619571566581726
170340,0.6218475103378296,0.9996046423912048,0.9925038814544678,0.9943732023239136,0.9999321699142456
170404,9.553720019539469e-07,0.5493948459625244,0.7336999177932739,0.9421355128288269,0.8775924444198608
170405,1.0,0.9966940879821777,0.9999880790710449,0.9572680592536926,0.9768490195274353
